[00:07:02	]reece has connected.
[23:23:58	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:59	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 8 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 8 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:00	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:01	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:01	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:01	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:01	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:01	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:01	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:01	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:01	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:01	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:01	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:01	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:01	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:02	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:02	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:02	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:02	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:02	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:02	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:02	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:02	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:02	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:02	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:02	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:02	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:02	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:02	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:03	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:03	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:03	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:03	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:03	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:03	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:03	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:03	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:03	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:04	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:04	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:04	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:04	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:04	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:04	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:04	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:04	]Pavel Artyomov has taken 8 damage from Combine Turret.
[23:24:04	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:04	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:04	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:04	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:05	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:05	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:05	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:05	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:05	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:05	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:05	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:05	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:05	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:05	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:05	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:05	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:05	]Pavel Artyomov has taken 32 damage from Combine Helicopter.
[23:24:05	]Pavel Artyomov has taken 32 damage from Combine Helicopter.
[23:24:05	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:05	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:05	]Pavel Artyomov has taken 8 damage from Combine Turret.
[23:24:05	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 2 damage from Combine Helicopter.
[23:24:06	]Pavel Artyomov has taken 0 damage from Combine Helicopter.
[23:24:06	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 2 damage from Combine Helicopter.
[23:24:06	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:06	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 2 damage from Combine Helicopter.
[23:24:07	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:07	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:08	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:08	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:08	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:08	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:08	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:08	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:08	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:08	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:08	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:08	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:08	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:08	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:08	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:08	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:08	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:08	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:08	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:08	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:24:09	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:24:09	]Pavel Artyomov was knocked unconscious and is bleeding out.
[23:24:24	]C24:i69.AMPUTADO-420 ran SAM command 'slay' with arguments: 'pavel'
[23:24:28	]Pavel Artyomov ran 'Equip' on item 'AKM' (#2688779)
[23:24:32	]C24:i69.AMPUTADO-420 has fired a toolgun with the name: vjstool_npcmover
[23:24:34	]C24:RCT.YELLO-11 has hit npc_vj_assassin_synth_z dealing 6 damage (CritChance was 0.43).
[23:24:34	]C24:RCT.YELLO-11 has hit npc_vj_assassin_synth_z dealing 6 damage (CritChance was 0.43).
[23:24:34	]C24:RCT.YELLO-11 has critically hit npc_vj_assassin_synth_z dealing 12 damage (CritChance was 0.43).
[23:24:34	]C24:RCT.YELLO-11 has hit npc_vj_assassin_synth_z dealing 6 damage (CritChance was 0.43).
[23:24:34	]C24:RCT.YELLO-11 has critically hit npc_vj_assassin_synth_z dealing 12 damage (CritChance was 0.43).
[23:24:34	]C24:RCT.YELLO-11 has critically hit npc_vj_assassin_synth_z dealing 12 damage (CritChance was 0.43).
[23:24:34	]C24:RCT.YELLO-11 has critically hit npc_vj_assassin_synth_z dealing 12 damage (CritChance was 0.43).
[23:24:35	]C24:RCT.YELLO-11 has critically hit npc_vj_assassin_synth_z dealing 12 damage (CritChance was 0.43).
[23:24:35	]C24:RCT.YELLO-11 has hit npc_vj_assassin_synth_z dealing 6 damage (CritChance was 0.43).
[23:24:35	]C24:RCT.YELLO-11 has critically hit npc_vj_assassin_synth_z dealing 12 damage (CritChance was 0.43).
[23:24:37	]C24:RCT.YELLO-11 has taken 5 damage from Assassin Synth.
[23:24:38	]C24:RCT.YELLO-11 has taken 15 damage from Assassin Synth.
[23:24:38	]C24:RCT.YELLO-11 has taken 15 damage from Assassin Synth.
[23:24:38	]C24:RCT.YELLO-11 has taken 15 damage from Assassin Synth.
[23:24:38	]C24:RCT.YELLO-11 has taken 15 damage from Assassin Synth.
[23:24:38	]C24:RCT.YELLO-11 has taken 15 damage from Assassin Synth.
[23:24:38	]C24:RCT.YELLO-11 has hit npc_vj_assassin_synth_z dealing 6 damage (CritChance was 0.41).
[23:24:38	]C24:RCT.YELLO-11 has hit npc_vj_assassin_synth_z dealing 6 damage (CritChance was 0.41).
[23:24:38	]C24:RCT.YELLO-11 has taken 15 damage from Assassin Synth.
[23:24:38	]C24:RCT.YELLO-11 was knocked unconscious and is bleeding out.
[23:24:38	]Pavel Artyomov used command '/ToggleRaise'.
[23:24:40	]Pavel Artyomov used command '/ToggleRaise'.
[23:24:42	]Pavel Artyomov ran 'EquipUn' on item 'AKM' (#2688779)
[23:24:43	]Pavel Artyomov ran 'Equip' on item 'AKM' (#2688779)
[23:24:44	]Pavel Artyomov ran 'EquipUn' on item 'AKM' (#2688779)
[23:24:45	]Pavel Artyomov ran 'Equip' on item 'AKM' (#2688779)
[23:24:45	]Pavel Artyomov used command '/ToggleRaise'.
[23:24:54	]C24:RCT.YELLO-11 was just killed due to: accepting their death
[23:25:00	]C24:RCT.YELLO-11 ran 'Equip' on item 'Suppressor Light Machinegun' (#2688775)
[23:25:03	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:25:03	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:03	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:25:03	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:03	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:03	]Pavel Artyomov has hit npc_vj_hunterchopper_z dealing 8 damage (CritChance was 0.67).
[23:25:03	]Pavel Artyomov has hit npc_vj_hunterchopper_z dealing 8 damage (CritChance was 0.67).
[23:25:03	]Pavel Artyomov has taken 8 damage from Combine Turret.
[23:25:04	]Pavel Artyomov has hit npc_vj_hunterchopper_z dealing 8 damage (CritChance was 0.67).
[23:25:04	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:25:12	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:25:12	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:12	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:12	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:12	]Pavel Artyomov has hit npc_vj_hunterchopper_z dealing 8 damage (CritChance was 0.67).
[23:25:12	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:12	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:25:12	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:12	]Pavel Artyomov has hit npc_vj_hunterchopper_z dealing 8 damage (CritChance was 0.67).
[23:25:12	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:25:12	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:12	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:12	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:12	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:12	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:25:12	]Pavel Artyomov has hit npc_vj_hunterchopper_z dealing 8 damage (CritChance was 0.67).
[23:25:13	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:13	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:13	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:13	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:25:13	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:25:13	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:13	]Pavel Artyomov has hit npc_vj_hunterchopper_z dealing 8 damage (CritChance was 0.67).
[23:25:13	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:25:13	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:25:13	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:13	]Pavel Artyomov has hit npc_vj_hunterchopper_z dealing 8 damage (CritChance was 0.67).
[23:25:13	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:25:13	]Pavel Artyomov has hit npc_vj_hunterchopper_z dealing 8 damage (CritChance was 0.67).
[23:25:13	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:13	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:13	]Pavel Artyomov has critically hit npc_vj_hunterchopper_z dealing 16 damage (CritChance was 0.67).
[23:25:13	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:25:27	][IC] C24:RCT.YELLO-11: Hi.
[23:25:38	][IC] Pavel Artyomov: Ah there you are.
