[01:37:58	]Robert has connected.
[23:04:40	][IC] Freudeka: Im going to talk to quarter about minimizing our biolock count even further. Im of the opinion that the easier it is for hectic shit to happen the better.
[23:04:46	][IC] Freudeka: I tink they agree with me.
[23:04:50	][IC] Freudeka: For the cmru i mean.
[23:05:11	][IC] Old Man Lev: Da- well biolock count here is pretty low already.
[23:05:21	][IC] Old Man Lev: CMRU has 6 locks, 3 here, 3 in medical.
[23:05:27	][IC] Old Man Lev: Workers got 5.
[23:05:29	][IC] Freudeka: Maybe one on the front door, padlocks on the rest. I'll float the suggestion to quarter.
[23:05:43	][IC] Freudeka: If its ok for us to go below our reccomended limit, of course :').
[23:05:48	][IC] Old Man Lev: Da.
[23:05:51	]Freudeka entered observer.
[23:05:52	]Freudeka exited observer at their location.
[23:06:05	][IC] Freudeka: I might do some minimal propping in the lab/afk.
[23:06:15	][IC] Freudeka: Our limit's 35 shared props, right?
[23:07:10	][IC] Old Man Lev: Generally I just put down 6 locks as was considering the level card system in use atm- but padlocks work. And miminal propping is what we're aiming for atm- CMRU prop limit is a total of 180 across the board atm.
[23:07:20	][IC] Old Man Lev: So if split evenly for both medical and labs.
[23:07:25	][IC] Old Man Lev: That gives, 90 for both.
[23:08:13	][IC] Freudeka: Right, got it. 25 for each lab, 15 for office.
[23:08:18	][IC] Old Man Lev: DA.
[23:08:20	]Freudeka entered observer.
[23:08:20	]Freudeka exited observer at their location.
[23:08:22	]Old Man Lev entered observer.
[23:08:28	]Old Man Lev exited observer at their location.
[23:08:49	]Old Man Lev used command '/Staff I got my CLC office setup in a very minimal way I think'.
[23:08:52	]Old Man Lev used command '/ActSit 6'.
[23:08:56	]Old Man Lev used command '/ExitAct'.
[23:08:58	]Freudeka used command '/Staff also just got the ok with quarter to lower our lock count, i'll do that while propping'.
[23:09:00	]Freudeka ran SAM command 'goto' with arguments: 'lev'
[23:09:05	][IC] Freudeka: Looks nice.
[23:09:17	][IC] Freudeka: Dont see these props often.
[23:09:31	][IC] Old Man Lev: Da, decided to use them as it suits the industrial theme.
[23:09:36	][IC] Freudeka: Yeah.
[23:09:41	]Freudeka ran SAM command 'return' with arguments: 'freu'
[23:10:16	]Freudeka entered observer.
[23:10:17	]Freudeka exited observer at their location.
[23:10:51	]Old Man Lev used command '/CharDesc'.
[23:11:17	]Old Man Lev has given himself a armband_purple.
[23:11:18	]Old Man Lev has gained a 'Purple CCA armband' #2046494.
[23:11:20	]Old Man Lev ran 'Equip' on item 'Purple CCA armband' (#2046494)
[23:11:21	]Freudeka entered observer.
[23:11:21	]Freudeka exited observer at their location.
[23:11:22	]Freudeka entered observer.
[23:11:24	]Freudeka exited observer at their location.
[23:11:49	]Old Man Lev entered observer.
[23:13:05	]Freudeka has spawned 'models/props/de_nuke/hr_nuke/nuke_machinery/nuke_machinery_04.mdl'.
[23:13:17	]Freudeka has spawned 'models/props/de_nuke/hr_nuke/nuke_forklift/nuke_forklift_base.mdl'.
[23:13:25	]Freudeka has spawned 'models/props/de_nuke/hr_nuke/nuke_fire_extinguisher/nuke_fire_extinguisher.mdl'.
[23:13:46	]Freudeka has fired a toolgun with the name: colour
[23:13:48	]Freudeka has fired a toolgun with the name: colour
[23:13:50	]Freudeka has fired a toolgun with the name: colour
[23:13:51	]Freudeka has fired a toolgun with the name: colour
[23:14:09	]Old Man Lev exited observer at their location.
[23:14:18	]Old Man Lev entered observer.
[23:14:29	]Freudeka has fired a toolgun with the name: stacker_improved
[23:14:29	]Freudeka has spawned 'models/props/de_nuke/hr_nuke/nuke_fire_extinguisher/nuke_fire_extinguisher.mdl'.
[23:14:44	]Freudeka has fired a toolgun with the name: colour
[23:14:50	]Freudeka has fired a toolgun with the name: colour
[23:15:03	]Freudeka has spawned 'models/props/cs_militia/showers.mdl'.
[23:15:05	]Freudeka has spawned 'models/props_urban/hotel_bathroom_showerrod001.mdl'.
[23:15:07	]Freudeka has spawned 'models/props_unique/showercurtain01.mdl'.
[23:15:08	]Freudeka has spawned 'models/props_urban/hotel_bathroom_showerrod001.mdl'.
[23:15:13	]Freudeka has spawned 'models/props_wasteland/shower_system001a.mdl'.
[23:16:05	]Freudeka has spawned 'models/props/hr_massive/survival_outside_faucet/survival_outside_faucet.mdl'.
[23:16:21	]Freudeka has spawned 'models/props_wasteland/prison_pipefaucet001a.mdl'.
[23:16:44	]Freudeka has spawned 'models/props_rooftop/gutter_drain001.mdl'.
[23:16:47	]Freudeka has spawned 'models/props_bank/prop_roof_drain_dbl_03.mdl'.
[23:16:59	]Freudeka has spawned 'models/props_wasteland/prison_sprinkler001a.mdl'.
[23:17:02	]Freudeka has spawned 'models/vj_hlr/gibs/rgib_spring.mdl'.
[23:17:11	]Freudeka has spawned 'models/props/de_nuke/hr_nuke/sprinkler_001/sprinkler_001.mdl'.
[23:17:24	]Freudeka has spawned 'models/props_wasteland/prison_sprinkler001a.mdl'.
[23:17:26	]Freudeka has spawned 'models/props_wasteland/prison_sprinkler001b.mdl'.
[23:17:35	]Freudeka has spawned 'models/props_wasteland/prison_sprinkler001b.mdl'.
[23:17:41	]Freudeka has spawned 'models/vj_hlr/gibs/rgib_spring.mdl'.
[23:17:45	]Freudeka has spawned 'models/props_foliage/tree_springers_card_01.mdl'.
[23:17:51	]Freudeka has spawned 'models/props/de_nuke/hr_nuke/sprinkler_001/sprinkler_001.mdl'.
[23:18:04	]Freudeka has used a context menu option with the name: remove
[23:20:37	]Old Man Lev exited observer at their location.
[23:21:25	]Old Man Lev entered observer.
[23:21:30	]Old Man Lev exited observer at their location.
[23:21:32	]Old Man Lev entered observer.
[23:21:33	]Old Man Lev exited observer at their location.
[23:21:40	]Old Man Lev entered observer.
[23:21:41	]Old Man Lev exited observer at their location.
[23:21:50	]Old Man Lev entered observer.
[23:21:52	]Old Man Lev exited observer at their location.
[23:21:56	]Old Man Lev entered observer.
[23:21:57	]Old Man Lev exited observer at their location.
[23:22:16	]Old Man Lev has spawned a landline.
[23:22:20	]Old Man Lev ran 'Deploy' on item 'Landline Phone' (#2046495)
[23:23:13	]Freudeka has gone afk.
[23:23:45	]Old Man Lev used command '/EditLandline 5 121 Loyalty One'.
[23:23:49	]Old Man Lev used command '/AddPBX 5'.
[23:23:52	]Old Man Lev used command '/EditLandline 5 121 Loyalty One'.
[23:24:23	]Freudeka is no longer afk. Total time spent AFK: 365
[23:24:27	]Freudeka has spawned 'models/props/de_nuke/hr_nuke/gas_meter/gas_meter_pipe_8.mdl'.
[23:24:29	]Freudeka has spawned 'models/props/de_nuke/hr_nuke/gas_meter/gas_meter_pipe_32_thick.mdl'.
[23:24:37	]Old Man Lev entered observer.
[23:24:39	]Old Man Lev exited observer at their location.
[23:24:41	]Old Man Lev has spawned a landline.
[23:24:43	]Old Man Lev ran 'Deploy' on item 'Landline Phone' (#2046496)
[23:24:56	]Old Man Lev used command '/EditLandline 5 122 Loyalty One'.
[23:24:58	]Freudeka entered observer.
[23:25:00	]Old Man Lev used command '/EditLandline 5 122 Loyalty Two'.
[23:25:02	]Freudeka exited observer at their location.
[23:25:02	]Freudeka entered observer.
[23:25:03	]Freudeka exited observer at their location.
[23:25:03	]Old Man Lev entered observer.
[23:25:05	]Old Man Lev exited observer at their location.
[23:25:05	]Freudeka has used a context menu option with the name: rb655_dissolve
[23:25:11	]Freudeka has used a context menu option with the name: remove
[23:25:13	]Freudeka entered observer.
[23:25:17	]Freudeka exited observer at their location.
[23:25:18	]Freudeka entered observer.
[23:25:20	]Freudeka exited observer at their location.
[23:25:23	]Freudeka has used a context menu option with the name: rb655_dissolve
[23:25:28	]Freudeka has used a context menu option with the name: remove
[23:25:29	]Freudeka entered observer.
[23:25:31	]Freudeka exited observer at their location.
[23:25:34	]Old Man Lev entered observer.
[23:25:40	]Old Man Lev exited observer at their location.
[23:26:02	]Freudeka has fired a toolgun with the name: precision
[23:26:05	]Old Man Lev entered observer.
[23:26:08	]Freudeka entered observer.
[23:26:15	]Old Man Lev has taken 26 damage from Old Man Lev.
[23:26:17	]Old Man Lev exited observer at their location.
[23:26:24	]Freudeka has fired a toolgun with the name: precision
[23:26:26	]Freudeka exited observer at their location.
[23:26:26	]Old Man Lev ran SAM command 'hp' with arguments: '^' '100'
[23:26:27	]Freudeka entered observer.
[23:26:30	]Old Man Lev entered observer.
[23:26:30	]Old Man Lev is fully healed.
[23:26:31	]Freudeka exited observer at their location.
[23:26:34	]Freudeka has fired a toolgun with the name: precision
[23:26:39	]Freudeka has fired a toolgun with the name: precision
[23:26:40	]Freudeka entered observer.
[23:26:42	]Freudeka exited observer at their location.
[23:26:42	]Old Man Lev exited observer at their location.
[23:26:49	]Old Man Lev entered observer.
[23:27:06	]Old Man Lev exited observer at their location.
[23:27:12	]Robert loaded the character 'Guido Schwarz'
[23:27:17	]Guido Schwarz is fully healed.
[23:27:24	]Freudeka entered observer.
[23:27:37	]Freudeka has fired a toolgun with the name: weld
[23:27:40	]Freudeka exited observer at their location.
[23:27:42	][IC] Guido Schwarz: Hi.
[23:27:46	][IC] Guido Schwarz: Please let me in.
[23:27:49	][IC] Guido Schwarz: I am safe person.
[23:27:50	]Freudeka has spawned 'models/props_pipes/valve003.mdl'.
[23:27:58	][IC] Guido Schwarz: Thx.
[23:28:11	][ME] Guido Schwarz: [silent] places bomb
[23:28:19	]Guido Schwarz entered observer.
[23:28:29	]Freudeka entered observer.
[23:28:35	]Guido Schwarz exited observer at their location.
[23:28:37	]Freudeka exited observer at their location.
[23:28:37	]Freudeka entered observer.
[23:28:38	]Freudeka exited observer at their location.
[23:28:39	]Freudeka entered observer.
[23:28:43	]Freudeka exited observer at their location.
[23:28:43	]Freudeka entered observer.
[23:28:48	]Freudeka exited observer at their location.
[23:28:48	]Guido Schwarz entered observer.
[23:28:49	]Guido Schwarz exited observer at their location.
[23:28:49	]Guido Schwarz entered observer.
[23:28:49	]Freudeka has taken 1 damage from worldspawn.
[23:28:51	]Freudeka entered observer.
[23:28:52	]Guido Schwarz exited observer at their location.
[23:29:10	]Guido Schwarz entered observer.
[23:29:12	]Robert has unloaded their "Guido Schwarz" character.
[23:29:22	]Freudeka used command '/Staff its super sick that this cwu has all the infrastructure necessary to do IC APC repair shifts'.
[23:29:23	]Freudeka exited observer at their location.
[23:29:23	]Robert loaded the character 'Old Man Lev'
[23:29:23	]Freudeka entered observer.
[23:29:27	]Freudeka exited observer at their location.
[23:29:27	]Freudeka entered observer.
[23:29:34	]Freudeka exited observer at their location.
[23:29:34	]Freudeka entered observer.
[23:29:35	]Freudeka exited observer at their location.
[23:29:35	]Freudeka entered observer.
[23:29:36	]Freudeka exited observer at their location.
[23:29:42	]Freudeka entered observer.
[23:29:44	]Old Man Lev entered observer.
[23:29:49	]Old Man Lev exited observer at their location.
[23:29:50	]Freudeka exited observer at their location.
[23:29:50	]Freudeka entered observer.
[23:29:51	]Freudeka exited observer at their location.
[23:29:53	]Freudeka entered observer.
[23:29:53	]Freudeka exited observer at their location.
[23:29:54	]Freudeka entered observer.
[23:29:54	]Freudeka exited observer at their location.
[23:29:56	]Freudeka entered observer.
[23:29:59	]Old Man Lev used command '/ActSit 6'.
[23:30:09	]Old Man Lev used command '/ExitAct'.
[23:30:11	]Old Man Lev entered observer.
[23:31:11	]Freudeka exited observer at their location.
[23:32:28	]Freudeka entered observer.
[23:32:29	]Freudeka exited observer at their location.
[23:32:31	]Old Man Lev exited observer at their location.
[23:32:39	][IC] Old Man Lev: What is shadow.
[23:32:44	][IC] Freudeka: Emergency safety stations, and i have no friggin idea.
[23:32:47	][IC] Freudeka: Its annoying tho.
[23:33:13	]Freudeka entered observer.
[23:33:22	]Freudeka exited observer at their location.
[23:33:33	]Freudeka used command '/Staff ahhhhhhh the shadow's inflicting the lower level too'.
[23:33:46	]Old Man Lev entered observer.
[23:33:47	]Freudeka used command '/Staff maybe i spawned something large accidentally, lemme spam z'.
[23:33:52	]Freudeka used command '/Staff yup'.
[23:33:52	]Old Man Lev exited observer at their location.
[23:33:53	]Freudeka used command '/Staff fml'.
[23:33:54	]Freudeka entered observer.
[23:33:54	]Freudeka exited observer at their location.
[23:33:55	]Old Man Lev used command '/Staff E'.
[23:34:04	]Old Man Lev entered observer.
[23:34:15	]Old Man Lev exited observer at their location.
[23:34:19	]Freudeka has spawned 'models/props/de_nuke/hr_nuke/nuke_fire_extinguisher/nuke_fire_extinguisher.mdl'.
[23:34:23	]Old Man Lev entered observer.
[23:34:57	]Freudeka has fired a toolgun with the name: precision
[23:35:04	]Freudeka has fired a toolgun with the name: precision
[23:35:06	]Old Man Lev exited observer at their location.
[23:35:06	]Freudeka has fired a toolgun with the name: precision
[23:35:09	]Freudeka has fired a toolgun with the name: precision
[23:35:10	]Freudeka has fired a toolgun with the name: precision
[23:35:17	]Freudeka has fired a toolgun with the name: precision
[23:35:20	]Freudeka has fired a toolgun with the name: precision
[23:35:20	]Old Man Lev entered observer.
[23:35:23	]Old Man Lev exited observer at their location.
[23:35:30	]Old Man Lev has spawned 'models/props_wasteland/laundry_cart001.mdl'.
[23:35:32	]Freudeka has fired a toolgun with the name: precision
[23:35:37	]Old Man Lev entered observer.
[23:35:38	]Old Man Lev exited observer at their location.
[23:35:39	]Old Man Lev has spawned 'models/props_wasteland/laundry_cart001.mdl'.
[23:35:46	]Old Man Lev has enabled persistence for 'models/props_wasteland/laundry_cart001.mdl'.
[23:35:46	]Old Man Lev has used a context menu option with the name: persist
[23:35:46	]Freudeka has fired a toolgun with the name: precision
[23:35:47	]Old Man Lev entered observer.
[23:35:48	]Freudeka has fired a toolgun with the name: precision
[23:35:49	]Old Man Lev has enabled persistence for 'models/props_wasteland/laundry_cart001.mdl'.
[23:35:49	]Old Man Lev has used a context menu option with the name: persist
[23:35:49	]Old Man Lev exited observer at their location.
[23:35:49	]Freudeka has fired a toolgun with the name: precision
[23:35:58	]Old Man Lev has spawned 'models/props/gg_handling/bh_luggage_rack144_01.mdl'.
[23:36:01	]Freudeka has spawned 'models/props/de_nuke/hr_nuke/nuke_fire_extinguisher/nuke_fire_extinguisher.mdl'.
[23:36:08	]Old Man Lev has enabled persistence for 'models/props/gg_handling/bh_luggage_rack144_01.mdl'.
[23:36:08	]Old Man Lev has used a context menu option with the name: persist
[23:36:08	]Freudeka is fully healed.
[23:36:09	]Old Man Lev entered observer.
[23:36:15	]Old Man Lev has spawned 'models/props/gg_handling/bh_luggage_rack144_01.mdl'.
[23:36:26	]Old Man Lev has enabled persistence for 'models/props/gg_handling/bh_luggage_rack144_01.mdl'.
[23:36:26	]Old Man Lev has used a context menu option with the name: persist
[23:36:29	]Old Man Lev exited observer at their location.
[23:36:31	]Old Man Lev entered observer.
[23:36:33	]Freudeka has fired a toolgun with the name: precision
[23:36:35	]Freudeka has spawned 'models/inventory_items/maptoken_extraction.mdl'.
[23:36:35	]Freudeka has fired a toolgun with the name: precision
[23:36:36	]Freudeka has fired a toolgun with the name: precision
[23:36:44	]Freudeka has fired a toolgun with the name: precision
[23:36:45	]Old Man Lev exited observer at their location.
[23:36:47	]Freudeka has fired a toolgun with the name: precision
[23:36:48	]Freudeka has fired a toolgun with the name: precision
[23:36:50	]Old Man Lev has spawned 'models/props_c17/Lockers001a.mdl'.
[23:36:54	]Old Man Lev created a stash (models/props_c17/lockers001a.mdl).
[23:36:54	]Old Man Lev has used a context menu option with the name: ixcreatestash
[23:37:04	]Old Man Lev has set a stash name to 'Metropol Stash'.
[23:37:04	]Old Man Lev has used a context menu option with the name: ixstashsetname
[23:37:06	]Freudeka has fired a toolgun with the name: precision
[23:37:08	]Freudeka has fired a toolgun with the name: precision
[23:37:08	]Freudeka has fired a toolgun with the name: precision
[23:37:11	]Freudeka has fired a toolgun with the name: precision
[23:37:11	]Freudeka has fired a toolgun with the name: precision
[23:37:12	]Freudeka has fired a toolgun with the name: precision
[23:37:13	]Freudeka has fired a toolgun with the name: precision
[23:37:13	]Old Man Lev has set a stash name to 'Metropol Lockers'.
[23:37:13	]Old Man Lev has used a context menu option with the name: ixstashsetname
