[13:27:13	]Ozzekiel has connected.
[19:00:19	]vortivort has taken 1 damage from entityflame.
[19:00:19	]vortivort has taken 1 damage from entityflame.
[19:00:19	][IC] THE VORTICOCK: Ah...
[19:00:19	]vortivort is fully healed.
[19:00:19	]vortivort has taken 1 damage from entityflame.
[19:00:20	]vortivort has taken 1 damage from entityflame.
[19:00:20	]vortivort has taken 1 damage from entityflame.
[19:00:20	]vortivort has taken 1 damage from entityflame.
[19:00:20	]vortivort has taken 1 damage from entityflame.
[19:00:20	]vortivort has taken 1 damage from entityflame.
[19:00:21	]vortivort has taken 1 damage from entityflame.
[19:00:21	]vortivort has taken 1 damage from entityflame.
[19:00:21	]vortivort has taken 1 damage from entityflame.
[19:00:21	][IC] THE VORTICOCK: That works.
[19:00:21	]vortivort has taken 1 damage from entityflame.
[19:00:21	]vortivort has taken 1 damage from entityflame.
[19:00:22	]vortivort has taken 1 damage from entityflame.
[19:00:22	]vortivort has taken 1 damage from entityflame.
[19:00:22	]vortivort has taken 1 damage from entityflame.
[19:00:22	]vortivort has taken 1 damage from entityflame.
[19:00:22	]vortivort has taken 1 damage from entityflame.
[19:00:23	]vortivort has taken 1 damage from entityflame.
[19:00:23	]vortivort has taken 1 damage from entityflame.
[19:00:23	]vortivort has taken 1 damage from entityflame.
[19:00:23	]vortivort has taken 1 damage from entityflame.
[19:00:23	]vortivort has taken 1 damage from entityflame.
[19:00:24	]vortivort has taken 1 damage from entityflame.
[19:00:24	]vortivort has taken 1 damage from entityflame.
[19:00:24	]vortivort has taken 1 damage from entityflame.
[19:00:24	]vortivort has taken 1 damage from entityflame.
[19:00:24	]vortivort is fully healed.
[19:00:24	]vortivort has taken 1 damage from entityflame.
[19:00:25	]vortivort has taken 1 damage from entityflame.
[19:00:25	]vortivort has taken 1 damage from entityflame.
[19:00:25	]vortivort has taken 1 damage from entityflame.
[19:00:25	]vortivort has taken 1 damage from entityflame.
[19:00:25	]vortivort has taken 1 damage from entityflame.
[19:00:26	]vortivort has taken 1 damage from entityflame.
[19:00:26	]vortivort has taken 1 damage from entityflame.
[19:00:26	]vortivort has taken 1 damage from entityflame.
[19:00:26	]vortivort has taken 1 damage from entityflame.
[19:00:26	]vortivort has taken 1 damage from entityflame.
[19:00:27	]vortivort has taken 1 damage from entityflame.
[19:00:27	]vortivort has taken 1 damage from entityflame.
[19:00:27	]vortivort has taken 1 damage from entityflame.
[19:00:27	]vortivort has taken 1 damage from entityflame.
[19:00:27	]vortivort has taken 1 damage from entityflame.
[19:00:28	]vortivort has taken 1 damage from entityflame.
[19:00:28	]vortivort has taken 1 damage from entityflame.
[19:00:28	]vortivort has taken 1 damage from entityflame.
[19:00:28	]vortivort has taken 1 damage from entityflame.
[19:00:28	]vortivort has taken 1 damage from entityflame.
[19:00:29	]vortivort has taken 1 damage from entityflame.
[19:00:29	]vortivort has taken 1 damage from entityflame.
[19:00:29	]vortivort has taken 1 damage from entityflame.
[19:00:29	]vortivort is fully healed.
[19:01:05	]THE VORTICOCK used command '/SetVortalEnergy VORTICOCK 10000000000000000'.
[19:01:10	][IC] THE VORTICOCK: Sheesh.
[19:01:11	]THE VORTICOCK used command '/SetVortalEnergy VORTICOCK 10000000000000000'.
[19:01:20	]vortivort used command '/SetVortalEnergy ^ 100'.
[19:01:20	]THE VORTICOCK has spawned a 'NPC [422][npc_antlionguard]'.
[19:01:21	]vortivort has taken 96 damage from THE VORTICOCK.
[19:01:24	]vortivort used command '/SetVortalEnergy ^ 100'.
[19:01:24	]vortivort is fully healed.
[19:01:28	]vortivort used command '/SetVortalEnergy ^ 100'.
[19:01:28	]THE VORTICOCK used command '/SetVortalEnergy VORTICOCK 10000000000000000'.
[19:01:30	]vortivort used command '/SetVortalEnergy ^ 100'.
[19:01:33	]vortivort used command '/SetVortalEnergy ^ 100'.
[19:01:34	]THE VORTICOCK used command '/SetVortalEnergy VORTICOCK 10000000000000000'.
[19:01:37	]vortivort used command '/SetVortalEnergy ^ 100'.
[19:01:45	][IC] THE VORTICOCK: How much damage does that do.
[19:01:47	][IC] vortivort: Its a bad idea to use such beam on antlion.
[19:01:50	][IC] vortivort: Its configurable.
[19:01:53	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650179.
[19:01:54	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650180.
[19:01:55	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650181.
[19:01:55	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650182.
[19:01:57	][IC] THE VORTICOCK: I see.
[19:01:58	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650183.
[19:01:59	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650184.
[19:01:59	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650185.
[19:02:00	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650186.
[19:02:01	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650187.
[19:02:02	]vortivort set advancedBeamDamage to '159'.
[19:02:02	]vortivort set advancedBeamDamage to '184'.
[19:02:02	][IC] THE VORTICOCK: Splash?
[19:02:03	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650188.
[19:02:04	]vortivort set advancedBeamDamage to '194'.
[19:02:05	]vortivort set advancedBeamDamage to '196'.
[19:02:07	]THE VORTICOCK used command '/SetVortalEnergy VORTICOCK 10000000000000000'.
[19:02:08	][IC] vortivort: Yeap.
[19:02:13	]vortivort has spawned a 'NPC [422][npc_antlionguard]'.
[19:02:14	]THE VORTICOCK has spawned a 'NPC [426][npc_zombie]'.
[19:02:14	]THE VORTICOCK has spawned a 'NPC [427][npc_zombie]'.
[19:02:14	]THE VORTICOCK has spawned a 'NPC [437][npc_zombie]'.
[19:02:14	]THE VORTICOCK has spawned a 'NPC [439][npc_zombie]'.
[19:02:14	]THE VORTICOCK has spawned a 'NPC [441][npc_zombie]'.
[19:02:15	]THE VORTICOCK has spawned a 'NPC [442][npc_zombie]'.
[19:02:15	]THE VORTICOCK has spawned a 'NPC [443][npc_zombie]'.
[19:02:15	]THE VORTICOCK has spawned a 'NPC [445][npc_zombie]'.
[19:02:15	]THE VORTICOCK has spawned a 'NPC [446][npc_zombie]'.
[19:02:15	]THE VORTICOCK has spawned a 'NPC [456][npc_zombie]'.
[19:02:15	]THE VORTICOCK has spawned a 'NPC [457][npc_zombie]'.
[19:02:15	]THE VORTICOCK has spawned a 'NPC [465][npc_zombie]'.
[19:02:16	]THE VORTICOCK has spawned a 'NPC [466][npc_zombie]'.
[19:02:16	]THE VORTICOCK has spawned a 'NPC [467][npc_zombie]'.
[19:02:17	]vortivort used command '/SetVortalEnergy ^ 100'.
[19:02:20	]vortivort used command '/SetVortalEnergy ^ 100'.
[19:02:23	]vortivort used command '/SetVortalEnergy ^ 100'.
[19:02:24	]THE VORTICOCK used command '/SetVortalEnergy VORTICOCK 10000000000000000'.
[19:02:27	]vortivort used command '/SetVortalEnergy ^ 100'.
[19:02:28	]THE VORTICOCK used command '/SetVortalEnergy VORTICOCK 10000000000000000'.
[19:02:29	]vortivort used command '/SetVortalEnergy ^ 100'.
[19:02:31	]THE VORTICOCK used command '/SetVortalEnergy VORTICOCK 10000000000000000'.
[19:02:32	]vortivort used command '/SetVortalEnergy ^ 100'.
[19:02:36	]vortivort used command '/SetVortalEnergy ^ 100'.
[19:02:37	]THE VORTICOCK used command '/SetVortalEnergy VORTICOCK 10000000000000000'.
[19:02:42	]THE VORTICOCK has spawned a 'NPC [422][npc_zombie]'.
[19:02:42	]THE VORTICOCK has spawned a 'NPC [439][npc_zombie]'.
[19:02:42	]THE VORTICOCK has spawned a 'NPC [441][npc_zombie]'.
[19:02:42	]THE VORTICOCK has spawned a 'NPC [442][npc_zombie]'.
[19:02:43	]THE VORTICOCK has spawned a 'NPC [443][npc_zombie]'.
[19:02:43	]THE VORTICOCK has spawned a 'NPC [445][npc_zombie]'.
[19:02:43	]THE VORTICOCK has spawned a 'NPC [446][npc_zombie]'.
[19:02:43	]THE VORTICOCK has spawned a 'NPC [456][npc_zombie]'.
[19:02:43	]THE VORTICOCK has spawned a 'NPC [457][npc_zombie]'.
[19:02:44	]THE VORTICOCK has spawned a 'NPC [467][npc_zombie]'.
[19:02:44	]THE VORTICOCK has spawned a 'NPC [484][npc_zombie]'.
[19:02:44	]THE VORTICOCK has spawned a 'NPC [485][npc_zombie]'.
[19:02:44	]THE VORTICOCK has spawned a 'NPC [486][npc_zombie]'.
[19:02:44	]THE VORTICOCK has spawned a 'NPC [487][npc_zombie]'.
[19:02:44	]THE VORTICOCK has spawned a 'NPC [488][npc_zombie]'.
[19:02:45	]THE VORTICOCK has spawned a 'NPC [489][npc_zombie]'.
[19:03:02	]THE VORTICOCK used command '/SetVortalEnergy VORTICOCK 10000000000000000'.
[19:03:04	][OOC] vortivort: imagine fire this beam into a crowd of CPs on OTAs
[19:03:05	]vortivort has gained a 'Raw Headcrab Meat' #1650189.
[19:03:05	]vortivort has gained a 'Raw Headcrab Meat' #1650190.
[19:03:11	][OOC] vortivort: or*
[19:03:15	][OOC] THE VORTICOCK: shotcopping delight
[19:03:37	][OOC] THE VORTICOCK: can u regen vortessence fast in a fight or are you fucked if you miss that
[19:03:43	][OOC] vortivort: yes you can
[19:03:46	][OOC] vortivort: by killing antlions
[19:03:49	][OOC] vortivort: or players
[19:04:02	][OOC] vortivort: 10 vortal power per killed player
[19:04:03	]THE VORTICOCK has spawned a 'NPC [422][npc_antlion]'.
[19:04:03	]THE VORTICOCK has spawned a 'NPC [427][npc_antlion]'.
[19:04:03	]THE VORTICOCK has spawned a 'NPC [443][npc_antlion]'.
[19:04:03	]THE VORTICOCK has spawned a 'NPC [445][npc_antlion]'.
[19:04:04	]THE VORTICOCK has spawned a 'NPC [446][npc_antlion]'.
[19:04:04	]THE VORTICOCK has spawned a 'NPC [456][npc_antlion]'.
[19:04:06	][OOC] vortivort: and 5 per antlion
[19:04:07	]vortivort has taken 5 damage from npc_antlion.
[19:04:09	]vortivort is fully healed.
[19:04:16	]THE VORTICOCK has taken 5 damage from npc_antlion.
[19:04:20	]THE VORTICOCK has taken 5 damage from npc_antlion.
[19:04:21	]THE VORTICOCK has taken 5 damage from npc_antlion.
[19:04:23	]vortivort has taken 40 damage from THE VORTICOCK.
[19:04:23	]vortivort has gained a 'Raw Antlion Meat' #1650191.
[19:04:24	]vortivort has gained a 'Raw Antlion Meat' #1650192.
[19:04:24	]vortivort is fully healed.
[19:04:25	]vortivort has gained a 'Raw Antlion Meat' #1650193.
[19:04:29	]THE VORTICOCK has spawned a 'NPC [427][npc_antlion]'.
[19:04:30	]THE VORTICOCK has spawned a 'NPC [443][npc_antlion]'.
[19:04:31	]THE VORTICOCK has taken 5 damage from npc_antlion.
[19:04:31	]THE VORTICOCK has spawned a 'NPC [445][npc_antlion]'.
[19:04:31	]THE VORTICOCK has spawned a 'NPC [446][npc_antlion]'.
[19:04:31	]THE VORTICOCK has spawned a 'NPC [484][npc_antlion]'.
[19:04:31	]THE VORTICOCK has spawned a 'NPC [485][npc_antlion]'.
[19:04:32	]THE VORTICOCK has spawned a 'NPC [488][npc_antlion]'.
[19:04:32	]THE VORTICOCK has spawned a 'NPC [489][npc_antlion]'.
[19:04:32	]vortivort has taken 5 damage from npc_antlion.
[19:04:32	]vortivort has taken 5 damage from npc_antlion.
[19:04:33	]vortivort has gained a 'Raw Antlion Meat' #1650194.
[19:04:34	]vortivort has taken 5 damage from npc_antlion.
[19:04:34	]vortivort has taken 5 damage from npc_antlion.
[19:04:34	]THE VORTICOCK has taken 5 damage from npc_antlion.
[19:04:34	]THE VORTICOCK has taken 5 damage from npc_antlion.
[19:04:34	]vortivort is fully healed.
[19:04:35	]vortivort has taken 40 damage from THE VORTICOCK.
[19:04:35	]vortivort has gained a 'Raw Antlion Meat' #1650195.
[19:04:39	]THE VORTICOCK has spawned a 'NPC [443][npc_antlion]'.
[19:04:39	]THE VORTICOCK has spawned a 'NPC [445][npc_antlion]'.
[19:04:39	]vortivort used command '/SetVortalEnergy ^ 100'.
[19:04:39	]THE VORTICOCK has spawned a 'NPC [485][npc_antlion]'.
[19:04:39	]THE VORTICOCK has spawned a 'NPC [488][npc_antlion]'.
[19:04:39	]THE VORTICOCK has spawned a 'NPC [506][npc_antlion]'.
[19:04:39	]THE VORTICOCK has spawned a 'NPC [507][npc_antlion]'.
[19:04:39	]vortivort is fully healed.
[19:04:40	]THE VORTICOCK has spawned a 'NPC [509][npc_antlion]'.
[19:04:40	]THE VORTICOCK has spawned a 'NPC [510][npc_antlion]'.
[19:04:40	]THE VORTICOCK has spawned a 'NPC [511][npc_antlion]'.
[19:04:40	]THE VORTICOCK has spawned a 'NPC [488][npc_antlion]'.
[19:04:41	]THE VORTICOCK has spawned a 'NPC [507][npc_antlion]'.
[19:04:41	]THE VORTICOCK has spawned a 'NPC [513][npc_antlion]'.
[19:04:41	]THE VORTICOCK has spawned a 'NPC [515][npc_antlion]'.
[19:04:41	]THE VORTICOCK has spawned a 'NPC [516][npc_antlion]'.
[19:04:41	]THE VORTICOCK has spawned a 'NPC [517][npc_antlion]'.
[19:04:42	]THE VORTICOCK has spawned a 'NPC [519][npc_antlion]'.
[19:04:42	]THE VORTICOCK has spawned a 'NPC [520][npc_antlion]'.
[19:04:42	]THE VORTICOCK has taken 5 damage from npc_antlion.
[19:04:44	]THE VORTICOCK has taken 5 damage from npc_antlion.
[19:04:44	]vortivort has gained a 'Raw Antlion Meat' #1650196.
[19:04:44	]vortivort has gained a 'Raw Antlion Meat' #1650197.
[19:04:45	]vortivort has taken 5 damage from npc_antlion.
[19:04:45	]THE VORTICOCK has taken 5 damage from npc_antlion.
[19:04:45	]vortivort has taken 5 damage from npc_antlion.
[19:04:45	]vortivort has taken 5 damage from npc_antlion.
[19:04:45	]THE VORTICOCK has taken 5 damage from npc_antlion.
[19:04:49	]vortivort is fully healed.
[19:04:52	]THE VORTICOCK has used a context menu option with the name: rb655_dissolve
[19:04:54	]THE VORTICOCK has used a context menu option with the name: rb655_dissolve
[19:04:55	]THE VORTICOCK has used a context menu option with the name: rb655_dissolve
[19:04:56	]THE VORTICOCK has used a context menu option with the name: rb655_dissolve
[19:04:58	]THE VORTICOCK has used a context menu option with the name: rb655_dissolve
[19:04:59	]THE VORTICOCK has used a context menu option with the name: rb655_dissolve
[19:05:01	]THE VORTICOCK has used a context menu option with the name: rb655_dissolve
[19:05:03	]THE VORTICOCK has used a context menu option with the name: rb655_dissolve
[19:05:04	]THE VORTICOCK has used a context menu option with the name: rb655_dissolve
[19:05:05	]THE VORTICOCK has used a context menu option with the name: rb655_dissolve
[19:05:07	]THE VORTICOCK has used a context menu option with the name: rb655_dissolve
[19:05:08	]THE VORTICOCK has used a context menu option with the name: rb655_dissolve
[19:05:10	]THE VORTICOCK has gained a 'Raw Headcrab Meat' #1650198.
[19:05:10	]THE VORTICOCK has gained a 'Raw Headcrab Meat' #1650199.
[19:05:12	]vortivort has gained a 'Raw Antlion Meat' #1650200.
[19:05:13	]vortivort entered observer.
[19:05:13	]vortivort exited observer at their location.
[19:05:13	]THE VORTICOCK has gained a 'Raw Headcrab Meat' #1650201.
[19:05:13	]THE VORTICOCK has gained a 'Raw Headcrab Meat' #1650202.
[19:05:15	]THE VORTICOCK has gained a 'Raw Headcrab Meat' #1650203.
[19:05:17	]THE VORTICOCK has gained a 'Raw Headcrab Meat' #1650204.
[19:05:17	]THE VORTICOCK has gained a 'Raw Headcrab Meat' #1650205.
[19:05:18	]THE VORTICOCK has gained a 'Raw Headcrab Meat' #1650206.
[19:05:21	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650207.
[19:05:21	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650208.
[19:05:24	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650209.
[19:05:28	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650210.
[19:05:30	]THE VORTICOCK has used a context menu option with the name: rb655_dissolve
[19:05:31	]THE VORTICOCK has used a context menu option with the name: rb655_dissolve
[19:05:40	][IC] vortivort: So.
[19:05:41	][IC] vortivort: Yeap!!!!!!!
[19:05:46	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650211.
[19:05:47	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650212.
[19:05:47	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650213.
[19:05:53	][IC] THE VORTICOCK: Time for some Combine Ls.
[19:05:54	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650214.
[19:05:55	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650215.
[19:05:58	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650216.
[19:05:59	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650217.
[19:06:00	]vortivort has gained a 'Raw Antlion Meat' #1650218.
[19:06:02	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650219.
[19:06:04	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650220.
[19:06:10	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650221.
[19:06:14	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650222.
[19:06:22	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650223.
[19:06:22	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650224.
[19:06:24	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650225.
[19:06:24	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650226.
[19:06:27	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650227.
[19:06:31	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650228.
[19:06:32	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650229.
[19:06:32	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650230.
[19:06:34	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650231.
[19:06:35	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650232.
[19:06:41	]THE VORTICOCK has spawned a 'NPC [426][npc_antlion]'.
[19:06:42	]THE VORTICOCK has taken 5 damage from npc_antlion.
[19:06:44	]THE VORTICOCK has taken 5 damage from npc_antlion.
[19:06:45	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650233.
[19:06:45	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650234.
[19:06:46	]THE VORTICOCK has gained a 'Raw Antlion Meat' #1650235.
[19:07:11	]vortivort used command '/SetVortalEnergy ^ 100'.
[19:07:38	]Alessiodoomboy (STEAM_0:0:197504616) has disconnected.
[19:11:01	]vortivort entered observer.
[19:11:05	]vortivort exited observer at their location.
[19:14:50	]apathy is death (STEAM_0:1:210259346) has disconnected.
[19:44:31	]Kaffee has connected.
[19:49:09	]Kaffee created the character 'Sho'Tcop'
[19:49:09	]Kaffee loaded the character 'Sho'Tcop'
[19:49:34	]Sho'Tcop has gained level 50 in the Vortessence skill.
[19:49:34	]Sho'Tcop used command '/CharSkillSet sho't vort 50'.
[19:50:17	]Sho'Tcop ran SAM command 'respawn' with arguments: '^'
[19:50:51	]Sho'Tcop used command '/EnterMeditation'.
[19:51:15	]Sho'Tcop used command '/EnterMeditation'.
[19:51:37	]Sho'Tcop used command '/SetVortalEnergy sho't 100000000000000'.
[19:51:45	]Sho'Tcop used command '/SetVortalEnergy sho't 100000000000000'.
[19:52:27	]Sho'Tcop used command '/vortessence'.
[19:52:45	]Sho'Tcop has spawned a 'NPC [439][npc_antlionguard]'.
[19:52:47	]Sho'Tcop used command '/SetVortalEnergy sho't 100000000000000'.
[19:52:48	]Sho'Tcop has taken 10 damage from npc_antlionguard.
[19:52:53	]Sho'Tcop has taken 20 damage from npc_antlionguard.
[19:52:58	]Sho'Tcop used command '/SetVortalEnergy sho't 100000000000000'.
[19:53:19	]Sho'Tcop has spawned a 'NPC [439][npc_poisonzombie]'.
[19:53:23	]Sho'Tcop used command '/SetVortalEnergy sho't 100000000000000'.
[19:53:28	]Sho'Tcop has taken 10 damage from npc_poisonzombie.
[19:53:31	]Sho'Tcop has taken 5 damage from npc_headcrab_poison.
[19:53:31	]Sho'Tcop was knocked unconscious and is bleeding out.
[19:53:37	]Kaffee (STEAM_0:0:74662997) has disconnected.
[19:58:02	]Kaffee has connected.
[19:59:54	]Kaffee loaded the character 'Sho'Tcop'
