[05:50:28	]ryebredd has connected.
[23:44:54	]S10/EOW.RAZOR-09 exited observer at their location.
[23:44:55	]S10/EOW.RAZOR-09 entered observer.
[23:45:12	]Frank Mazzarelli has spawned a 'Entity [233][ix_garbage]'.
[23:45:19	]Frank Mazzarelli has spawned a 'Entity [234][ix_trashspawner]'.
[23:45:35	]S10:SCN-8 entered observer.
[23:45:36	]S10:SCN-8 entered observer.
[23:45:36	]S10:SCN-8 entered observer.
[23:45:37	]S10:SCN-8 entered observer.
[23:45:39	]S10:SCN-8 entered observer.
[23:45:40	]S10:SCN-8 entered observer.
[23:45:41	]S10:SCN-8 entered observer.
[23:45:48	]S10:SCN-8 entered observer.
[23:45:49	]S10:SCN-8 entered observer.
[23:45:49	]S10:SCN-8 entered observer.
[23:45:49	]S10:SCN-8 entered observer.
[23:45:49	]S10/EOW.RAZOR-09 exited observer at their location.
[23:45:51	]S10/EOW.RAZOR-09 entered observer.
[23:45:52	]S10/EOW.RAZOR-09 exited observer at their location.
[23:45:53	]S10/EOW.RAZOR-09 entered observer.
[23:45:55	]S10/EOW.RAZOR-09 exited observer at their location.
[23:45:55	]Frank Mazzarelli entered observer.
[23:45:57	]S10/EOW.RAZOR-09 entered observer.
[23:45:59	]S10/EOW.RAZOR-09 exited observer at their location.
[23:46:01	]S10/EOW.RAZOR-09 entered observer.
[23:46:04	]Frank Mazzarelli exited observer at their location.
[23:46:05	]Frank Mazzarelli entered observer.
[23:46:13	]Imperator RAD-X has connected.
[23:46:19	]Frank Mazzarelli exited observer at their location.
[23:46:24	]S10/EOW.RAZOR-09 exited observer at their location.
[23:46:35	]S10/EOW.RAZOR-09 entered observer.
[23:46:52	]Frank Mazzarelli has spawned 'models/props_vehicles/carparts_tire01a.mdl'.
[23:46:55	]Frank Mazzarelli has spawned 'models/props_vehicles/tire001b_truck.mdl'.
[23:47:09	]S10/EOW.RAZOR-09 has used a context menu option with the name: vendor_edit
[23:47:18	]Frank Mazzarelli entered observer.
[23:47:26	]Frank Mazzarelli has fired a toolgun with the name: rope
[23:47:33	]Frank Mazzarelli has fired a toolgun with the name: rope
[23:47:39	]Frank Mazzarelli has fired a toolgun with the name: rope
[23:47:41	]Frank Mazzarelli has fired a toolgun with the name: rope
[23:47:44	]Frank Mazzarelli has fired a toolgun with the name: rope
[23:47:59	]Frank Mazzarelli has spawned 'models/hunter/blocks/cube025x025x025.mdl'.
[23:48:18	]Frank Mazzarelli has fired a toolgun with the name: rope
[23:48:20	]Frank Mazzarelli has fired a toolgun with the name: rope
[23:48:28	]S10/EOW.RAZOR-09 has used a context menu option with the name: rb655_door_close
[23:48:32	]Frank Mazzarelli has fired a toolgun with the name: rope
[23:48:35	]Frank Mazzarelli has fired a toolgun with the name: rope
[23:48:38	]S10/EOW.RAZOR-09 exited observer at their location.
[23:48:45	]Frank Mazzarelli exited observer at their location.
[23:48:49	]Frank Mazzarelli has used a context menu option with the name: gravity
[23:48:53	]Frank Mazzarelli has used a context menu option with the name: gravity
[23:48:54	]S10/EOW.RAZOR-09 entered observer.
[23:49:07	]S10:SCN-8 used command '/Dispatch POTENTIAL INFECTION'.
[23:49:14	]Imperator RAD-X loaded the character 'Manhack'
[23:49:18	]S10/EOW.RAZOR-09 exited observer at their location.
[23:49:18	]Frank Mazzarelli has spawned 'models/props_c17/chair_stool01a.mdl'.
[23:49:20	]S10/EOW.RAZOR-09 entered observer.
[23:49:24	]Frank Mazzarelli has spawned a usable entity class 'ix_chair' with model 'models/props_c17/chair_stool01a.mdl'.
[23:49:24	]Frank Mazzarelli has used a context menu option with the name: ixusableentitycreate
[23:49:30	]S10/EOW.RAZOR-09 exited observer at their location.
[23:49:31	]Frank Mazzarelli has fired a toolgun with the name: nocollideworld
[23:49:39	]Jei loaded the character 'Lt. Adriana Dish'
[23:49:40	]Frank Mazzarelli used command '/ActSit 5'.
[23:49:42	]Frank Mazzarelli used command '/ExitAct'.
[23:49:44	]Frank Mazzarelli used command '/ActSit 1'.
[23:49:46	]Lt. Adriana Dish entered observer.
[23:49:46	]Frank Mazzarelli used command '/ExitAct'.
[23:49:55	]Lt. Adriana Dish exited observer at their location.
[23:50:09	]Lt. Adriana Dish entered observer.
[23:50:18	]Frank Mazzarelli used command '/ActSit 4'.
[23:50:20	]Frank Mazzarelli used command '/ExitAct'.
[23:50:21	]Lt. Adriana Dish exited observer at their location.
[23:50:22	]Frank Mazzarelli used command '/ActSit 1'.
[23:50:23	]Frank Mazzarelli used command '/ExitAct'.
[23:50:25	]Frank Mazzarelli used command '/ActSit 4'.
[23:50:26	]Frank Mazzarelli used command '/ExitAct'.
[23:50:27	]Frank Mazzarelli used command '/ActSit 3'.
[23:50:30	]Frank Mazzarelli used command '/ExitAct'.
[23:50:31	]Frank Mazzarelli used command '/ActSit 5'.
[23:50:34	]Manhack entered observer.
[23:50:34	]Lt. Adriana Dish used command '/ToggleGM'.
[23:50:34	]Frank Mazzarelli used command '/ExitAct'.
[23:50:35	]Lt. Adriana Dish used command '/ToggleGM'.
[23:50:35	]Manhack exited observer at their location.
[23:50:38	]Frank Mazzarelli has fired a toolgun with the name: weld
[23:50:39	]Manhack entered observer.
[23:50:40	]Frank Mazzarelli has fired a toolgun with the name: weld
[23:50:44	]Lt. Adriana Dish entered observer.
[23:50:45	]Frank Mazzarelli has fired a toolgun with the name: colour
[23:50:47	][OOC] Manhack: the tree
[23:50:48	]Frank Mazzarelli used command '/ActSit 5'.
[23:50:51	][OOC] Manhack: x)
[23:50:53	]Frank Mazzarelli used command '/ExitAct'.
[23:50:53	]Lt. Adriana Dish exited observer at their location.
[23:50:57	]Frank Mazzarelli entered observer.
[23:50:59	]Frank Mazzarelli exited observer at their location.
[23:51:03	][OOC] Frank Mazzarelli: cant swing tho :(
[23:51:03	]S10/EOW.RAZOR-09 entered observer.
[23:51:10	]S10/EOW.RAZOR-09 exited observer at their location.
[23:51:14	]Frank Mazzarelli used command '/ActSit 4'.
[23:51:15	]S10/EOW.RAZOR-09 entered observer.
[23:51:17	]S10/EOW.RAZOR-09 exited observer at their location.
[23:51:20	]Manhack exited observer at their location.
[23:51:23	][LOOC] Frank Mazzarelli: nope
[23:51:28	][IC] Manhack: <:: Wait. ::>
[23:51:31	][IC] Manhack: <:: Stand up. ::>
[23:51:33	][LOOC] Frank Mazzarelli: i welded the chair and evereything
[23:51:34	]Frank Mazzarelli used command '/ExitAct'.
[23:51:37	]Manhack has spawned a 'Vehicle [463][prop_vehicle_prisoner_pod]'.
[23:51:56	]Manhack has used a context menu option with the name: remove
[23:52:00	]Manhack has fired a toolgun with the name: nocollideworld
[23:52:01	]Frank Mazzarelli has fired a toolgun with the name: nocollideworld
[23:52:10	]Frank Mazzarelli entered observer.
[23:52:11	]Frank Mazzarelli exited observer at their location.
[23:52:12	][IC] Manhack: <:: Get on it again. ::>
[23:52:16	]Frank Mazzarelli has fired a toolgun with the name: weld
[23:52:21	]Jei (STEAM_0:1:108198228) has disconnected.
[23:52:24	]Manhack has fired a toolgun with the name: colour
[23:52:25	]Frank Mazzarelli entered observer.
[23:52:26	]Manhack has fired a toolgun with the name: nocollideworld
[23:52:29	][LOOC] Frank Mazzarelli: weld too
[23:52:29	]Manhack has fired a toolgun with the name: weld
[23:52:30	]Manhack has fired a toolgun with the name: weld
[23:52:34	]Frank Mazzarelli has used a context menu option with the name: rb655_vehicle_enter
[23:52:35	]Frank Mazzarelli exited observer at their location.
[23:52:37	][IC] Manhack: <:: XDDD. ::>
[23:52:38	]Frank Mazzarelli entered observer.
[23:52:39	]Frank Mazzarelli exited observer at their location.
[23:52:40	][IC] Frank Mazzarelli: *Cheering!*.
[23:52:43	]Frank Mazzarelli entered observer.
[23:52:45	]Frank Mazzarelli exited observer at their location.
[23:52:48	][IC] Manhack: <:: Help. ::>
[23:52:50	][IC] Manhack: <:: HELLLP. ::>
[23:53:02	][OOC] Manhack: I love ingenuity.
[23:53:25	][IC] Manhack: <:: Nice. ::>
[23:53:30	][IC] Manhack: <:: 0. ::>
[23:53:38	]S10/EOW.RAZOR-09 has used a context menu option with the name: ignite
[23:53:39	]Manhack has taken 0 damage from entityflame.
[23:53:39	]Manhack has taken 0 damage from entityflame.
[23:53:40	]Manhack has taken 0 damage from entityflame.
[23:53:40	]Manhack has taken 0 damage from entityflame.
[23:53:40	]Manhack has taken 0 damage from entityflame.
[23:53:40	]Manhack has taken 0 damage from entityflame.
[23:53:40	]Manhack has taken 0 damage from entityflame.
[23:53:40	]Manhack has taken 0 damage from entityflame.
[23:53:40	]Manhack has taken 0 damage from entityflame.
[23:53:40	]Manhack has taken 0 damage from entityflame.
[23:53:40	]Manhack has taken 0 damage from entityflame.
[23:53:40	]Manhack has taken 0 damage from entityflame.
[23:53:41	]Manhack has taken 0 damage from entityflame.
[23:53:41	]Manhack has taken 0 damage from entityflame.
[23:53:41	]Manhack has taken 0 damage from entityflame.
[23:53:41	]Manhack has taken 0 damage from entityflame.
[23:53:41	]Manhack has taken 0 damage from entityflame.
[23:53:41	]Manhack has taken 0 damage from entityflame.
[23:53:41	]Manhack has taken 0 damage from entityflame.
[23:53:41	]Manhack has taken 0 damage from entityflame.
[23:53:41	][IC] Manhack: <:: Alert one, alert one, shit. ::>
[23:53:41	]Manhack has taken 0 damage from entityflame.
[23:53:41	]Manhack has taken 0 damage from entityflame.
[23:53:42	]Manhack has taken 0 damage from entityflame.
[23:53:42	]Manhack has taken 0 damage from entityflame.
[23:53:42	]Manhack has taken 0 damage from entityflame.
[23:53:42	]Manhack has taken 0 damage from entityflame.
[23:53:42	]Manhack has taken 0 damage from entityflame.
[23:53:42	]Manhack has taken 0 damage from entityflame.
[23:53:42	]Manhack has taken 0 damage from entityflame.
[23:53:42	]Manhack has taken 0 damage from entityflame.
[23:53:42	]Manhack has taken 0 damage from entityflame.
[23:53:42	]Manhack has taken 0 damage from entityflame.
[23:53:43	]Manhack has taken 0 damage from entityflame.
[23:53:43	]Manhack has taken 0 damage from entityflame.
[23:53:43	]Manhack has taken 0 damage from entityflame.
[23:53:43	]Manhack has taken 0 damage from entityflame.
[23:53:43	]Manhack has taken 0 damage from entityflame.
[23:53:43	]Manhack has taken 0 damage from entityflame.
[23:53:43	]Manhack has taken 0 damage from entityflame.
[23:53:43	]Manhack has taken 0 damage from entityflame.
[23:53:43	]Manhack has taken 0 damage from entityflame.
[23:53:43	]Manhack has taken 0 damage from entityflame.
[23:53:44	]Manhack has taken 0 damage from entityflame.
[23:53:44	]Manhack has taken 0 damage from entityflame.
[23:53:44	]Manhack has taken 0 damage from entityflame.
[23:53:44	]Manhack has taken 0 damage from entityflame.
[23:53:44	]Manhack has taken 0 damage from entityflame.
[23:53:44	]Manhack has taken 0 damage from entityflame.
[23:53:44	]Manhack has taken 0 damage from entityflame.
[23:53:44	]Manhack has taken 0 damage from entityflame.
[23:53:44	]Manhack has taken 0 damage from entityflame.
[23:53:44	]Manhack has taken 0 damage from entityflame.
[23:53:45	]Manhack has taken 0 damage from entityflame.
[23:53:45	]Manhack has taken 0 damage from entityflame.
[23:53:45	]Manhack has taken 0 damage from entityflame.
[23:53:45	]Manhack has taken 0 damage from entityflame.
[23:53:45	]Manhack has taken 0 damage from entityflame.
[23:53:45	]Manhack has taken 0 damage from entityflame.
[23:53:45	]S10/EOW.RAZOR-09 has used a context menu option with the name: rb655_dissolve
[23:53:45	]Manhack has taken 0 damage from entityflame.
[23:53:45	]Manhack has taken 0 damage from entityflame.
[23:53:45	]Manhack has taken 0 damage from entityflame.
[23:53:45	]Manhack has taken 0 damage from entityflame.
[23:53:46	]Manhack has taken 0 damage from entityflame.
[23:53:46	]Manhack has taken 0 damage from entityflame.
[23:53:46	]Manhack has taken 0 damage from entityflame.
[23:53:46	]Manhack has taken 0 damage from entityflame.
[23:53:46	]Manhack has taken 0 damage from entityflame.
[23:53:46	]Manhack has taken 0 damage from entityflame.
[23:53:46	]Manhack has taken 0 damage from entityflame.
[23:53:46	]Manhack has taken 0 damage from entityflame.
[23:53:46	]Manhack has taken 0 damage from entityflame.
[23:53:46	]Manhack has taken 0 damage from entityflame.
[23:53:47	]Manhack has taken 0 damage from entityflame.
[23:53:47	]Manhack has taken 0 damage from entityflame.
[23:53:47	]Manhack has taken 0 damage from entityflame.
[23:53:47	]Manhack has taken 0 damage from entityflame.
[23:53:47	]Manhack has taken 0 damage from entityflame.
[23:53:47	]Manhack has taken 0 damage from entityflame.
[23:53:54	][OOC] Manhack: well i'm in the fucking void now
[23:53:54	]S10/EOW.RAZOR-09 entered observer.
[23:53:57	]Manhack entered observer.
[23:53:58	][OOC] Frank Mazzarelli: i knew you were gonna break my swing
[23:53:59	]Manhack ran SAM command 'goto' with arguments: 'valenti'
[23:53:59	][OOC] Frank Mazzarelli: :'(
[23:54:01	]S10/EOW.RAZOR-09 exited observer at their location.
[23:54:03	]Manhack exited observer at their location.
[23:54:07	]Manhack ran SAM command 'hp' with arguments: 'manhack'
[23:54:09	]Manhack is fully healed.
[23:54:30	][ARA] S10/EOW.RAZOR-09: on my way to kamikaze the rebels
[23:54:39	]Frank Mazzarelli has spawned 'models/props_vehicles/tire001c_car.mdl'.
[23:54:41	]Frank Mazzarelli has spawned 'models/props_vehicles/carparts_tire01a.mdl'.
[23:54:43	]Frank Mazzarelli has spawned 'models/props_vehicles/tire001a_tractor.mdl'.
[23:54:45	]Frank Mazzarelli has spawned 'models/props_vehicles/tire001a_tractor.mdl'.
[23:54:46	]Frank Mazzarelli has spawned 'models/props_vehicles/tire001b_truck.mdl'.
[23:54:50	]Frank Mazzarelli has spawned 'models/props_urban/tire001.mdl'.
[23:54:53	]Manhack used command '/CharFallOver 1'.
[23:54:59	]Manhack used command '/CharFallOver 1'.
[23:55:10	]Frank Mazzarelli has spawned 'models/props_vehicles/tire001b_truck.mdl'.
[23:55:12	][Y] Manhack: <:: STAR. ::>
[23:55:17	]S10/EOW.RAZOR-09 has spawned a 'Entity [377][sent_ball]'.
[23:55:19	]Manhack used command '/CharFallOver 1'.
[23:55:20	]Frank Mazzarelli entered observer.
[23:55:21	]Frank Mazzarelli has fired a toolgun with the name: rope
[23:55:22	]Manhack was knocked unconscious and is bleeding out.
[23:55:24	]Frank Mazzarelli has fired a toolgun with the name: rope
[23:55:28	]Frank Mazzarelli exited observer at their location.
[23:55:30	]Manhack ran SAM command 'respawn' with arguments: 'manhack'
[23:55:34	]Manhack is fully healed.
[23:55:40	]S10/EOW.RAZOR-09 has spawned a 'Entity [377][gmt_instrument_piano]'.
[23:55:43	]Manhack has spawned a 'Vehicle [465][prop_vehicle_prisoner_pod]'.
[23:55:47	]Manhack entered observer.
[23:55:50	]Manhack has fired a toolgun with the name: nocollideworld
[23:55:59	]Manhack exited observer at their location.
[23:55:59	]Manhack entered observer.
[23:56:07	][LOOC] Frank Mazzarelli: tilt it forward slightly
[23:56:08	]Manhack has fired a toolgun with the name: weld
[23:56:09	]Manhack has fired a toolgun with the name: weld
[23:56:13	]Manhack has fired a toolgun with the name: colour
[23:56:17	]Manhack has enabled persistence for 'models/props_vehicles/tire001b_truck.mdl'.
[23:56:17	]Manhack has used a context menu option with the name: persist
[23:56:18	]Manhack exited observer at their location.
[23:56:20	]Frank Mazzarelli entered observer.
[23:56:21	]Frank Mazzarelli exited observer at their location.
[23:56:32	][IC] Manhack: <:: EXCELLENT. ::>
[23:56:39	][LOOC] Frank Mazzarelli: let me get a video of elite pushing him
[23:56:49	]S10/EOW.RAZOR-09 entered observer.
[23:56:52	]S10/EOW.RAZOR-09 exited observer at their location.
[23:56:52	][LOOC] Frank Mazzarelli: with body
[23:56:56	][IT] Manhack: Meanwhile, Overwatch is bor-
[23:57:13	][LOOC] Frank Mazzarelli: nvm
[23:57:14	]Manhack used command '/Event The fucking Overwatch Elite pushes the tire so powerfully, it enters another dim-'.
[23:57:17	]Manhack used command '/Event Jesus fucking christ.'.
[23:57:31	]Manhack used command '/Event HELICOPTER HELICOPTER'.
[23:57:43	][LOOC] Frank Mazzarelli: ok dont break it again thx
[23:57:44	]Frank Mazzarelli entered observer.
[23:57:55	]Frank Mazzarelli exited observer at their location.
[23:57:58	]Frank Mazzarelli entered observer.
[23:58:00	]Frank Mazzarelli exited observer at their location.
[23:58:06	]S10/EOW.RAZOR-09 has fired a toolgun with the name: thruster
[23:58:07	]S10/EOW.RAZOR-09 has taken 5 damage from prop_physics.
[23:58:31	]Frank Mazzarelli has used a context menu option with the name: ixpropviewowner
[23:58:31	]S10/EOW.RAZOR-09 has taken 5 damage from prop_physics.
[23:58:47	]Valenti Lombardo is no longer afk. Total time spent AFK: 4705
[23:58:47	]Valenti Lombardo exited observer at their location.
[23:58:49	]S10/EOW.RAZOR-09 has fired a toolgun with the name: thruster
