[00:00:20	][IC] Mar'Eyoo: Stop typing.
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:58	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:58	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:58	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:58	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:58	]C17:RCT.YELLO-83 has hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:58	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:58	]C17:RCT.YELLO-83 has hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:58	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:59	]C17:RCT.YELLO-83 has critically hit Galungae in the right leg dealing 0 damage (CritChance was 0.84).
[03:03:59	]C17:RCT.YELLO-83 has critically hit Galungae in the right leg dealing 0 damage (CritChance was 0.84).
[03:03:59	]C17:RCT.YELLO-83 has critically hit Galungae in the right leg dealing 0 damage (CritChance was 0.84).
[03:03:59	]C17:RCT.YELLO-83 has critically hit Galungae in the right leg dealing 9 damage (CritChance was 0.84).
[03:03:59	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:59	]C17:RCT.YELLO-83 has critically hit Galungae in the right leg dealing 0 damage (CritChance was 0.84).
[03:03:59	]C17:RCT.YELLO-83 has critically hit Galungae in the right leg dealing 9 damage (CritChance was 0.84).
[03:03:59	]Galungae was killed while bleeding out.
[03:03:59	]C17:RCT.YELLO-83 has killed Galungae with player.
[03:04:02	]C17:RCT.YELLO-83 has gained a '20rnd Abzats-magazine' #1655506.
[03:04:02	]C17:RCT.YELLO-83 has lost a '20rnd Abzats-magazine' #1655507.
[03:04:04	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655506)
[03:04:05	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655506)
[03:04:06	]Galungae entered observer.
[03:04:14	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[03:04:16	]Walker used command '/SC tac-5'.
[03:04:16	]C17:RCT.YELLO-83 has gained 0 chips.
[03:04:17	]C17:RCT.YELLO-83 has gained a 'Buckshot Shotgun Shells' #1657385.
[03:04:17	]C17:RCT.YELLO-83 has gained 0 chips.
[03:04:17	]C17:RCT.YELLO-83 has gained a 'Buckshot Shotgun Shells' #1657386.
[03:04:20	]Jenifer Maesroe ran SAM command 'menu' with arguments: ''
[03:04:27	]Walker used command '/Radio No viscon on APEX-1.'.
[03:04:27	]Nesh has connected.
[03:04:30	]Walker used command '/Radio Stay alert'.
[03:04:31	]Jenifer Maesroe ran SAM command 'setrank' with arguments: '#2' 'mentor_active' '0'
[03:04:33	]Galungae exited observer at their location.
[03:04:37	]Galungae has used a context menu option with the name: rb655_door_open
[03:04:39	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:04:39	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:04:39	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:04:39	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:04:39	]C17:RCT.YELLO-83 has hit Galungae dealing 6 damage (CritChance was 0.84).
[03:04:39	]Galungae has taken 6 damage from C17:RCT.YELLO-83.
[03:04:39	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:04:39	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:04:39	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:04:39	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:04:39	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:04:39	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:04:39	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:04:39	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:04:39	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:04:39	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:04:39	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:04:39	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:04:39	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:04:39	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:04:39	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:04:39	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:04:39	]C17:RCT.YELLO-83 has critically hit Galungae dealing 0 damage (CritChance was 0.84).
[03:04:39	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:04:39	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:04:39	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:04:39	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:04:39	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:04:39	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:04:39	]C17:RCT.YELLO-83 has gained a '20rnd Abzats-magazine' #1655507.
[03:04:39	]C17:RCT.YELLO-83 was knocked unconscious and is bleeding out.
[03:04:39	][VORT] Galungae has damaged C17:RCT.YELLO-83 dealing 595 with vortadvancedbeam
[03:04:50	]C17:RCT.YELLO-83 was killed while bleeding out.
[03:04:50	]Galungae has killed C17:RCT.YELLO-83 with ix_vortbeam.
[03:04:50	][VORT] Galungae has damaged C17:RCT.YELLO-83, dealing 96 with vortbeam
[03:04:54	]Galungae ran SAM command 'hp' with arguments: '*' '200'
[03:04:59	]Galungae is fully healed.
[03:05:01	]Galungae has given himself a xen_concoction.
[03:05:02	]Galungae has gained a 'Extract Concoction' #1657387.
[03:05:04	]Galungae ran 'Consume' on item 'Extract Concoction' (#1657387)
[03:05:04	]Galungae has gained a level 15 long boost in Strength.
[03:05:04	]Galungae has gained a level 15 long boost in Agility.
[03:05:04	]Galungae has gained a level 15 long boost in Intelligence.
[03:05:04	]Galungae has gained a level 15 long boost in Perception.
[03:05:05	]Jenifer Maesroe used command '/ActStand 1'.
[03:05:15	]Galungae entered observer.
[03:05:16	]Galungae exited observer at their location.
[03:05:17	]Galungae entered observer.
[03:05:21	]Nesh loaded the character 'Randy Cole'
[03:05:22	]C17:RCT.YELLO-83 ran 'Equip' on item 'Abzats Heavy Shotgun' (#1655497)
[03:05:24	]C17:RCT.YELLO-83 has lost a '20rnd Abzats-magazine' #1655506.
[03:05:24	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[03:05:32	]Galungae exited observer at their location.
[03:05:34	]Galungae has used a context menu option with the name: rb655_door_open
[03:05:36	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:36	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:36	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:36	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:36	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:36	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:36	]C17:RCT.YELLO-83 has hit Galungae dealing 6 damage (CritChance was 0.84).
[03:05:36	]Galungae has taken 6 damage from C17:RCT.YELLO-83.
[03:05:36	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:36	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:36	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:36	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:36	]C17:RCT.YELLO-83 has critically hit Galungae dealing 0 damage (CritChance was 0.84).
[03:05:36	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:36	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:36	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:36	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:36	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:36	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:41	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:41	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:41	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:41	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:41	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:41	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:41	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:41	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:41	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:41	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:41	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:41	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:41	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:41	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:41	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:41	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:41	]C17:RCT.YELLO-83 has hit Galungae dealing 6 damage (CritChance was 0.84).
[03:05:41	]Galungae has taken 6 damage from C17:RCT.YELLO-83.
[03:05:41	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:41	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:41	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:41	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:41	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:41	]Galungae was knocked unconscious and is bleeding out.
[03:05:43	]C17:RCT.YELLO-83 has gained a '20rnd Abzats-magazine' #1655506.
[03:05:43	]C17:RCT.YELLO-83 has lost a '20rnd Abzats-magazine' #1655504.
[03:05:46	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655506)
[03:05:47	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655507)
[03:05:48	]Galungae ran SAM command 'respawn' with arguments: ''
[03:05:49	]Galungae is fully healed.
[03:05:49	]Galungae entered observer.
[03:05:49	]C17:RCT.YELLO-83 ran 'combine' on item 'Buckshot Shotgun Shells' (#1657384)
[03:05:54	]Galungae exited observer at their location.
[03:05:55	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:55	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:56	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:56	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:56	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:56	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:56	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:56	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:56	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:05:56	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:05:56	]C17:RCT.YELLO-83 has gained a '20rnd Abzats-magazine' #1655504.
[03:05:56	]C17:RCT.YELLO-83 was knocked unconscious and is bleeding out.
[03:05:56	][VORT] Galungae has damaged C17:RCT.YELLO-83 dealing 999 with vortadvancedbeam
[03:05:56	]Walker used command '/Radio FINAL BACKUP'.
[03:06:01	]Randy Cole ran 'drop' on item 'Small Bag' (#1465982)
[03:06:01	]Randy Cole has lost a 'Small Bag' #1465982.
[03:06:01	]Randy Cole has lost a 'Painkillers' #1192855.
[03:06:01	]Randy Cole has lost a 'Bandage Roll' #1566608.
[03:06:01	]Randy Cole has lost a 'Giraffe Plush' #1467656.
[03:06:01	]Randy Cole has lost a '#61037's Identity Card' #1374161.
[03:06:01	]Randy Cole has lost a 'INDUSTRIAL VACATION' #1372443.
[03:06:01	]Randy Cole has lost a 'DOB Radio' #1637915.
[03:06:01	]Randy Cole has lost a 'BIOTIC REFORM' #1494523.
[03:06:01	]Randy Cole has lost a 'DOB Member Access Keycard' #1637914.
[03:06:01	]Randy Cole has lost a 'Siemens Bücherei Membership card' #1304981.
[03:06:01	]Randy Cole has lost a 'The Light of the Union I-I' #1517818.
[03:06:01	]Randy Cole has lost a 'THIRTEEN STRIKES!' #1619057.
[03:06:01	]Randy Cole has lost a 'POS Terminal' #1637913.
[03:06:02	]Randy Cole ran 'drop' on item 'Large Bag' (#1465983)
[03:06:02	]Randy Cole has lost a 'Large Bag' #1465983.
[03:06:02	]Randy Cole has lost a 'OTA Mask' #1655935.
[03:06:02	]Randy Cole has lost a 'CP Mask' #1657371.
[03:06:02	]Randy Cole has lost a 'Light Red Plaid' #1510297.
[03:06:02	]Randy Cole has lost a '6rnd M1014 Rounds' #1657271.
[03:06:02	]Randy Cole has lost a 'Vending Machine Key' #1532663.
[03:06:02	]Randy Cole has lost a 'Request Device' #1477572.
[03:06:02	]Randy Cole has lost a 'Gloves' #1657253.
[03:06:02	]Randy Cole has lost a 'Jack of Diamonds' #1510307.
[03:06:02	]Randy Cole has lost a 'Toolkit' #1370055.
[03:06:02	]Randy Cole has lost a 'Disinfected Bandage Roll' #1657216.
[03:06:02	]Randy Cole has lost a 'Yellow collaborator armband' #1505545.
[03:06:02	]Randy Cole has lost a 'The Authoritarian Trousers' #1657250.
[03:06:02	]Randy Cole has lost a 'Black Fedora' #1657252.
[03:06:02	]Randy Cole has lost a 'Dress Shoes' #1657251.
[03:06:02	]Randy Cole has lost a 'RL Heavy Kevlar' #1656613.
[03:06:03	]Galungae entered observer.
[03:06:05	]Randy Cole ran 'take' on item 'Small Bag' (#1465982)
[03:06:05	]Randy Cole has gained a 'Small Bag' #1465982.
[03:06:05	]Randy Cole has gained a 'Painkillers' #1192855.
[03:06:05	]Randy Cole has gained a 'Bandage Roll' #1566608.
[03:06:05	]Randy Cole has gained a 'Giraffe Plush' #1467656.
[03:06:05	]Randy Cole has gained a '#61037's Identity Card' #1374161.
[03:06:05	]Randy Cole has gained a 'INDUSTRIAL VACATION' #1372443.
[03:06:05	]Randy Cole has gained a 'DOB Radio' #1637915.
[03:06:05	]Randy Cole has gained a 'BIOTIC REFORM' #1494523.
[03:06:05	]Randy Cole has gained a 'DOB Member Access Keycard' #1637914.
[03:06:05	]Randy Cole has gained a 'Siemens Bücherei Membership card' #1304981.
[03:06:05	]Randy Cole has gained a 'The Light of the Union I-I' #1517818.
[03:06:05	]Randy Cole has gained a 'THIRTEEN STRIKES!' #1619057.
[03:06:05	]Randy Cole has gained a 'POS Terminal' #1637913.
[03:06:05	]Galungae exited observer at their location.
[03:06:07	]Randy Cole ran 'take' on item 'Large Bag' (#1465983)
[03:06:07	]C17:RCT.YELLO-83 was killed while bleeding out.
[03:06:07	]Galungae has killed C17:RCT.YELLO-83 with ix_vortadvancedbeam.
[03:06:07	][VORT] Galungae has damaged C17:RCT.YELLO-83 dealing 999 with vortadvancedbeam
[03:06:10	]Galungae entered observer.
[03:06:10	]Randy Cole ran 'drop' on item 'Hairdresser tools' (#1510655)
[03:06:10	]Randy Cole has lost a 'Hairdresser tools' #1510655.
[03:06:11	]C17:RCT.YELLO-83 ran 'Equip' on item 'Abzats Heavy Shotgun' (#1655497)
[03:06:12	]Galungae ran SAM command 'hp' with arguments: '*' '200'
[03:06:12	]Walker used command '/ToggleRaise'.
[03:06:12	]C17:RCT.YELLO-83 has lost a '20rnd Abzats-magazine' #1655507.
[03:06:12	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[03:06:13	]Randy Cole ran 'take' on item 'Large Bag' (#1465983)
[03:06:13	]Randy Cole has gained a 'Large Bag' #1465983.
[03:06:13	]Randy Cole has gained a 'OTA Mask' #1655935.
[03:06:13	]Randy Cole has gained a 'CP Mask' #1657371.
[03:06:13	]Randy Cole has gained a 'Light Red Plaid' #1510297.
[03:06:13	]Randy Cole has gained a '6rnd M1014 Rounds' #1657271.
[03:06:13	]Randy Cole has gained a 'Vending Machine Key' #1532663.
[03:06:13	]Randy Cole has gained a 'Request Device' #1477572.
[03:06:13	]Randy Cole has gained a 'Gloves' #1657253.
[03:06:13	]Randy Cole has gained a 'Jack of Diamonds' #1510307.
[03:06:13	]Randy Cole has gained a 'Toolkit' #1370055.
[03:06:13	]Randy Cole has gained a 'Disinfected Bandage Roll' #1657216.
[03:06:13	]Randy Cole has gained a 'Yellow collaborator armband' #1505545.
[03:06:13	]Randy Cole has gained a 'The Authoritarian Trousers' #1657250.
[03:06:13	]Randy Cole has gained a 'Black Fedora' #1657252.
[03:06:13	]Randy Cole has gained a 'Dress Shoes' #1657251.
[03:06:13	]Randy Cole has gained a 'RL Heavy Kevlar' #1656613.
[03:06:14	]Galungae is fully healed.
[03:06:16	]Galungae exited observer at their location.
[03:06:18	]Randy Cole ran 'drop' on item 'Teapot' (#1521066)
[03:06:18	]Randy Cole has lost a 'Teapot' #1521066.
[03:06:22	]Walker used command '/Radio no viscon'.
[03:06:24	]Galungae has used a context menu option with the name: rb655_door_open
[03:06:24	]Randy Cole ran 'drop' on item 'Painkillers' (#1192855)
[03:06:24	]Randy Cole has lost a 'Painkillers' #1192855.
[03:06:33	]Randy Cole ran 'Pants' on item 'RL Heavy Kevlar' (#1656613)
[03:06:34	]C17:RCT.YELLO-83 used command '/Radio Outland biotic has chokepoint on inner nexus, requesting backup.'.
[03:06:36	]Walker has critically hit Galungae dealing 12 damage (CritChance was 0.71).
[03:06:36	]Galungae has taken 12 damage from Walker.
[03:06:36	]Randy Cole ran 'Pants' on item 'RL Heavy Kevlar' (#1656613)
[03:06:39	]Walker has critically hit Galungae dealing 0 damage (CritChance was 0.71).
[03:06:39	]Walker has gained level 32 in the Guns skill.
[03:06:39	]Walker has critically hit Galungae dealing 12 damage (CritChance was 0.71).
[03:06:39	]Galungae has taken 12 damage from Walker.
[03:06:40	]Galungae entered observer.
[03:06:51	]Galungae exited observer at their location.
[03:06:52	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655504)
[03:06:56	]Walker has taken 15 damage from Galungae.
[03:06:56	][VORT] Galungae has damaged Walker dealing 15 with vortpyro
[03:06:56	]Walker has taken 1 damage from entityflame.
[03:06:56	]Walker has taken 1 damage from entityflame.
[03:06:56	]Walker has taken 1 damage from entityflame.
[03:06:56	]Walker has hit Galungae dealing 7 damage (CritChance was 0.72).
[03:06:56	]Galungae has taken 7 damage from Walker.
[03:06:56	]Walker has critically hit Galungae dealing 12 damage (CritChance was 0.72).
