[11:59:25	]Rabithunter has connected.
[21:29:02	]asdasdas has gained a 'Biopaste' #943 from a container with the name 'Large Metal Cabinet' #168.
[21:29:02	]asdasdas has gained a 'Biopaste' #967 from a container with the name 'Large Metal Cabinet' #168.
[21:29:02	]asdasdas has gained a 'Biopaste' #983 from a container with the name 'Large Metal Cabinet' #168.
[21:29:03	]asdasdas has gained a 'Biopaste' #963 from a container with the name 'Large Metal Cabinet' #168.
[21:29:03	]asdasdas has gained a 'Biopaste' #1003 from a container with the name 'Large Metal Cabinet' #168.
[21:29:04	]asdasdas has gained a 'Biopaste' #1044 from a container with the name 'Large Metal Cabinet' #168.
[21:29:05	]asdasdas has gained a 'Biopaste' #1072 from a container with the name 'Large Metal Cabinet' #168.
[21:29:06	]asdasdas closed the 'Large Metal Cabinet' #168 container.
[21:29:20	][IC] citizen willard networks :))): Ugly ahh.
[21:29:24	]citizen willard networks :))) ran 'take' on item 'OTA Ordinal Uniform' (#2485)
[21:29:24	]citizen willard networks :))) has gained a 'OTA Ordinal Uniform' #2485.
[21:29:24	][IC] Jesus Lambsteak: Goofy ah.
[21:29:26	]citizen willard networks :))) ran 'take' on item 'CP Captain Uniform' (#2479)
[21:29:26	]citizen willard networks :))) has gained a 'CP Captain Uniform' #2479.
[21:29:30	]citizen willard networks :))) ran 'take' on item 'OTA Shotgunner Uniform' (#2486)
[21:29:30	]citizen willard networks :))) has gained a 'OTA Shotgunner Uniform' #2486.
[21:29:34	]citizen willard networks :))) ran 'take' on item 'Summit 24 Elite Uniform' (#2492)
[21:29:34	]citizen willard networks :))) has gained a 'Summit 24 Elite Uniform' #2492.
[21:29:50	][IC] citizen willard networks :))): I'll never get to use these uniforms ever again, I gotta try them on now.
[21:29:57	][IC] Jesus Lambsteak: Red.
[21:30:03	]Jesus Lambsteak ran 'take' on item 'Flashlight' (#2494)
[21:30:03	]Jesus Lambsteak has gained a 'Flashlight' #2494.
[21:30:05	]citizen willard networks :))) ran 'drop' on item 'Summit 24 Elite Uniform' (#2492)
[21:30:05	]citizen willard networks :))) has lost a 'Summit 24 Elite Uniform' #2492.
[21:30:06	]citizen willard networks :))) ran 'drop' on item 'OTA Uniform' (#2491)
[21:30:06	]citizen willard networks :))) has lost a 'OTA Uniform' #2491.
[21:30:13	][IC] citizen willard networks :))): Drip or drown.
[21:30:18	]citizen willard networks :))) ran 'take' on item 'OTA Squad Leader Uniform' (#2489)
[21:30:18	]citizen willard networks :))) has gained a 'OTA Squad Leader Uniform' #2489.
[21:30:21	]citizen willard networks :))) ran 'drop' on item 'OTA Shotgunner Uniform' (#2486)
[21:30:21	]citizen willard networks :))) has lost a 'OTA Shotgunner Uniform' #2486.
[21:30:21	]Jesus Lambsteak ran 'drop' on item 'Containment Uniform' (#2478)
[21:30:21	]Jesus Lambsteak has lost a 'Containment Uniform' #2478.
[21:30:29	]citizen willard networks :))) ran 'drop' on item 'OTA Squad Leader Uniform' (#2489)
[21:30:29	]citizen willard networks :))) has lost a 'OTA Squad Leader Uniform' #2489.
[21:30:41	][IC] citizen willard networks :))): Where's my mask?
[21:30:43	][IC] citizen willard networks :))): :(.
[21:30:49	][IC] Jesus Lambsteak: Gone.
[21:30:49	]asdasdas has spawned a mask_cp.
[21:30:53	][IC] citizen willard networks :))): Yay!!!!
[21:30:54	]citizen willard networks :))) ran 'take' on item 'CP Mask' (#2495)
[21:30:54	]citizen willard networks :))) has gained a 'CP Mask' #2495.
[21:30:54	]Jesus Lambsteak ran 'take' on item 'Resin' (#2496)
[21:30:54	]Jesus Lambsteak has gained a 'Resin' #2496.
[21:31:00	]asdasdas has given himself a combinebattery.
[21:31:00	]asdasdas has gained a 'Combine Battery' #2497.
[21:31:03	]asdasdas ran 'SetFullCharge' on item 'Combine Battery' (#2497)
[21:31:03	][IC] citizen willard networks :))): <:: 10-4. ::>
[21:31:06	]asdasdas ran 'SetFullCharge' on item 'Combine Battery' (#2497)
[21:31:07	][IC] Jesus Lambsteak: LOOOOL OTA containment armour only gives 1 resin.
[21:31:09	][IC] citizen willard networks :))): <:: Overwatch. ::>
[21:31:10	][IC] Jesus Lambsteak: Thats funny.
[21:31:13	][IC] citizen willard networks :))): <:: Amputate. ::>
[21:31:13	]asdasdas ran 'drop' on item 'Combine Battery' (#2497)
[21:31:13	]asdasdas has lost a 'Combine Battery' #2497.
[21:31:16	][IC] citizen willard networks :))): <:: Secure. ::>
[21:31:23	][IC] citizen willard networks :))): <:: 10-2 10-4. ::>
[21:31:26	][IC] citizen willard networks :))): <:: 10-2. ::>
[21:31:29	]Jesus Lambsteak ran 'take' on item 'Popper' (#2469)
[21:31:30	]Jesus Lambsteak ran 'take' on item 'Popper' (#2469)
[21:31:37	][IC] citizen willard networks :))): <:: 10-0, 10-0; viscerator is hunting!. ::>
[21:31:43	]asdasdas ran 'take' on item 'Flat Cap' (#2498)
[21:31:43	]asdasdas has gained a 'Flat Cap' #2498.
[21:31:45	][IC] citizen willard networks :))): <:: Acquiring on visual. ::>
[21:31:49	][IC] citizen willard networks :))): <:: Acquiring on visual. ::>
[21:31:59	]citizen willard networks :))) ran 'take' on item 'OTA Charger Uniform' (#2488)
[21:32:03	]Jesus Lambsteak ran 'take' on item 'Resin' (#2499)
[21:32:03	]Jesus Lambsteak has gained a 'Resin' #2499.
[21:32:08	]citizen willard networks :))) ran 'drop' on item 'CP Captain Uniform' (#2479)
[21:32:08	]citizen willard networks :))) has lost a 'CP Captain Uniform' #2479.
[21:32:14	]citizen willard networks :))) ran 'take' on item 'CP Rank Leader Uniform' (#2482)
[21:32:14	]citizen willard networks :))) has gained a 'CP Rank Leader Uniform' #2482.
[21:32:16	]citizen willard networks :))) ran 'take' on item 'OTA Charger Uniform' (#2488)
[21:32:16	]citizen willard networks :))) has gained a 'OTA Charger Uniform' #2488.
[21:32:17	]asdasdas ran 'take' on item 'Flat Cap' (#2500)
[21:32:17	]asdasdas has gained a 'Flat Cap' #2500.
[21:32:28	][IC] Jesus Lambsteak: Yo.
[21:32:32	][IC] citizen willard networks :))): <:: Overwatch. ::>
[21:32:33	][IC] Jesus Lambsteak: Pass me the disc with the pickaxe.
[21:32:47	]Jesus Lambsteak has taken 5 damage from ix_item.
[21:32:50	][IC] citizen willard networks :))): <:: There is none. ::>
[21:32:52	][IC] Jesus Lambsteak: Guh.
[21:32:55	]Jesus Lambsteak opened the 'Large Metal Cabinet' #169 container.
[21:33:06	]Jesus Lambsteak closed the 'Large Metal Cabinet' #169 container.
[21:33:07	]citizen willard networks :))) ran 'drop' on item 'OTA Charger Uniform' (#2488)
[21:33:09	]Jesus Lambsteak ran 'take' on item 'Suitcase' (#2450)
[21:33:09	]Jesus Lambsteak has gained a 'Suitcase' #2450.
[21:33:09	]Jesus Lambsteak has gained a 'Biopaste' #2431.
[21:33:09	]Jesus Lambsteak has gained a 'Resin' #2447.
[21:33:09	]Jesus Lambsteak has gained a 'CMRU Level 1 Access Keycard' #2475.
[21:33:09	]Jesus Lambsteak has gained a 'Data-Disc' #769.
[21:33:09	]Jesus Lambsteak has gained a 'Resin' #2443.
[21:33:09	]Jesus Lambsteak has gained a 'Resin' #2442.
[21:33:09	]Jesus Lambsteak has gained a 'Potato Crackers' #2444.
[21:33:09	]Jesus Lambsteak has gained a 'Resin' #2435.
[21:33:09	]citizen willard networks :))) ran 'drop' on item 'OTA Charger Uniform' (#2488)
[21:33:11	]citizen willard networks :))) ran 'drop' on item 'OTA Charger Uniform' (#2488)
[21:33:11	]citizen willard networks :))) has lost a 'OTA Charger Uniform' #2488.
[21:33:15	][IC] Jesus Lambsteak: Found it.
[21:33:18	]citizen willard networks :))) ran 'take' on item 'SR-1A' (#2472)
[21:33:23	]citizen willard networks :))) ran 'Consume' on item 'Apple' (#2477)
[21:33:24	]citizen willard networks :))) ran 'take' on item 'SR-1A' (#2472)
[21:33:24	]citizen willard networks :))) has gained a 'SR-1A' #2472.
[21:33:26	]citizen willard networks :))) ran 'Equip' on item 'SR-1A' (#2472)
[21:33:29	]Jesus Lambsteak ran 'drop' on item 'OTA Elite Uniform' (#2487)
[21:33:29	]Jesus Lambsteak has lost a 'OTA Elite Uniform' #2487.
[21:33:36	][IC] citizen willard networks :))): <:: Ordinal ordinal overwatch. ::>
[21:33:38	][IC] citizen willard networks :))): <:: Kill rebels. ::>
[21:33:41	][IC] citizen willard networks :))): <:: Overwatch. ::>
[21:33:49	][IC] citizen willard networks :))): <:: 15. ::>
[21:33:50	][IC] citizen willard networks :))): <:: 17. ::>
[21:33:52	][IC] citizen willard networks :))): <:: 15. ::>
[21:33:54	][IC] citizen willard networks :))): <:: 24. ::>
[21:33:56	]Jesus Lambsteak ran 'take' on item 'Spade' (#2459)
[21:33:56	][IC] citizen willard networks :))): <:: 400. ::>
[21:33:59	][IC] citizen willard networks :))): <:: 300. ::>
[21:34:08	][Y] citizen willard networks :))): <:: BANG! ::>
[21:34:12	][IC] Jesus Lambsteak: KABOOM!
[21:34:19	]Jesus Lambsteak ran 'take' on item 'Data-Disc' (#761)
[21:34:19	]Jesus Lambsteak has gained a 'Data-Disc' #761.
[21:34:20	][IC] citizen willard networks :))): <:: Motion check, all radials! ::>
[21:34:22	]Jesus Lambsteak ran 'drop' on item 'Data-Disc' (#769)
[21:34:22	]Jesus Lambsteak has lost a 'Data-Disc' #769.
[21:34:33	][IC] citizen willard networks :))): <:: Priority two escapee. ::>
[21:34:48	][IC] citizen willard networks :))): <:: How do I say two voices in one message? ::>
[21:34:52	]Jesus Lambsteak ran 'take' on item 'Pickaxe' (#2501)
[21:34:52	]Jesus Lambsteak has gained a 'Pickaxe' #2501.
[21:34:54	]Jesus Lambsteak ran 'Equip' on item 'Pickaxe' (#2501)
[21:34:58	]Jesus Lambsteak ran 'EquipUn' on item 'Pickaxe' (#2501)
[21:34:59	]Jesus Lambsteak ran 'drop' on item 'Pickaxe' (#2501)
[21:34:59	]Jesus Lambsteak has lost a 'Pickaxe' #2501.
[21:35:01	][IC] citizen willard networks :))): <:: If u know. ::>
[21:35:04	]Jesus Lambsteak ran 'take' on item 'Fire Axe' (#2460)
[21:35:04	]Jesus Lambsteak has gained a 'Fire Axe' #2460.
[21:35:06	][IC] Jesus Lambsteak: Erm.
[21:35:08	][IC] Jesus Lambsteak: I swear its.
[21:35:14	][IC] citizen willard networks :))): <:: Designate target as. ::>
[21:35:17	][IC] Jesus Lambsteak: (voiceline 1) ;  (voiceline 2).
[21:35:25	]Jesus Lambsteak ran 'Equip' on item 'Fire Axe' (#2460)
[21:35:29	][IC] citizen willard networks :))): <:: Blade ;  2. ::>
[21:35:33	][IC] citizen willard networks :))): <:: BLADE. ::>
[21:35:36	][IC] citizen willard networks :))): <:: BLADE. 2. ::>
[21:35:39	][IC] Jesus Lambsteak: There we go.
[21:35:41	][IC] citizen willard networks :))): <:: BLADE. 2 engaged in cleanup. ::>
[21:35:56	][IC] citizen willard networks :))): <:: BLADE. 2 engaged in cleanup. ::>
[21:36:04	][IC] citizen willard networks :))): <:: Anti-citizen one. ::>
[21:36:05	][IC] Jesus Lambsteak: Il quickly show you why I got so popular with the CPs while being in the CWU.
[21:36:06	]Jesus Lambsteak used command '/CharSearch'.
[21:36:15	][ME] Jesus Lambsteak: raises his axe
[21:36:24	][IC] citizen willard networks :))): <:: You murdered the ones that didnt like you? ::>
[21:36:33	][IC] citizen willard networks :))): <:: Vice. ::>
[21:36:37	][IC] citizen willard networks :))): <:: Flush. ::>
[21:36:38	][IC] citizen willard networks :))): <:: Yellow. ::>
[21:36:40	][IC] citizen willard networks :))): <:: Shit. ::>
[21:36:44	][IC] Jesus Lambsteak: Ofcourse!
[21:36:47	][IC] citizen willard networks :))): <:: Vice vice 80. ::>
[21:36:56	][IC] citizen willard networks :))): <:: Five, four, three, two, one, flash flash flash! ::>
[21:37:00	][IC] Jesus Lambsteak: There should be a parry / blocking feature with melee weapons.
[21:37:14	][BEN] citizen willard networks :))): yeah
[21:37:25	]citizen willard networks :))) used command '/Announce my ass itches'.
[21:37:33	][IC] citizen willard networks :))): <:: Is field promoted to LEADER-1, holding. ::>
[21:37:41	][IC] Jesus Lambsteak: I love bengali |_| |_| |_|.
[21:37:41	][IC] citizen willard networks :))): <:: BLADE. 2 is field promoted to leader-1, holding. ::>
[21:38:01	][IC] citizen willard networks :))): <:: Tracker;  5 call hotpoint! ::>
[21:38:03	][IC] Jesus Lambsteak: Hmmmm.
[21:38:10	][IC] citizen willard networks :))): <:: This is so much fun. ::>
[21:38:17	][IC] Jesus Lambsteak: Some items like the combine battery give more resin than actual weapons.
[21:38:18	]citizen willard networks :))) ran 'drop' on item 'SR-1A' (#2472)
[21:38:18	]citizen willard networks :))) has lost a 'SR-1A' #2472.
[21:38:19	]citizen willard networks :))) ran 'drop' on item 'OTA Ordinal Uniform' (#2485)
[21:38:19	]citizen willard networks :))) has lost a 'OTA Ordinal Uniform' #2485.
[21:38:26	][IC] Jesus Lambsteak: So that needs balancing.
[21:38:43	][IC] Jesus Lambsteak: Wait unless.
[21:38:45	]citizen willard networks :))) ran 'take' on item 'SSG-08' (#2473)
[21:38:45	]citizen willard networks :))) has gained a 'SSG-08' #2473.
[21:38:46	][IC] Jesus Lambsteak: Im tweaking.
[21:38:48	]citizen willard networks :))) ran 'drop' on item 'SSG-08' (#2473)
[21:38:48	]citizen willard networks :))) has lost a 'SSG-08' #2473.
[21:38:48	]Jesus Lambsteak ran 'drop' on item 'Data-Disc' (#775)
[21:38:48	]Jesus Lambsteak has lost a 'Data-Disc' #775.
[21:38:49	]Jesus Lambsteak ran 'drop' on item 'Data-Disc' (#761)
[21:38:49	]Jesus Lambsteak has lost a 'Data-Disc' #761.
[21:38:50	]Jesus Lambsteak ran 'drop' on item 'Data-Disc' (#804)
[21:38:50	]Jesus Lambsteak has lost a 'Data-Disc' #804.
[21:38:52	]citizen willard networks :))) ran 'take' on item 'Model 870' (#2466)
[21:38:52	]citizen willard networks :))) has gained a 'Model 870' #2466.
[21:38:55	]citizen willard networks :))) ran 'drop' on item 'Model 870' (#2466)
[21:38:55	]citizen willard networks :))) has lost a 'Model 870' #2466.
[21:38:57	]citizen willard networks :))) ran 'take' on item 'MP7A1' (#2468)
[21:38:57	]citizen willard networks :))) has gained a 'MP7A1' #2468.
[21:38:59	]citizen willard networks :))) ran 'Equip' on item 'MP7A1' (#2468)
[21:39:03	]Jesus Lambsteak ran 'take' on item 'Data-Disc' (#769)
[21:39:03	]Jesus Lambsteak has gained a 'Data-Disc' #769.
[21:39:08	]Jesus Lambsteak opened the 'Large Metal Cabinet' #169 container.
[21:39:10	]Jesus Lambsteak has gained a 'Data-Disc' #779 from a container with the name 'Large Metal Cabinet' #169.
[21:39:12	]Jesus Lambsteak has gained a 'Data-Disc' #778 from a container with the name 'Large Metal Cabinet' #169.
[21:39:13	]Jesus Lambsteak ran 'drop' on item 'CP Command Uniform' (#2480)
[21:39:13	]Jesus Lambsteak has lost a 'CP Command Uniform' #2480.
[21:39:14	]Jesus Lambsteak has gained a 'Data-Disc' #772 from a container with the name 'Large Metal Cabinet' #169.
[21:39:15	]Jesus Lambsteak closed the 'Large Metal Cabinet' #169 container.
[21:39:19	]Jesus Lambsteak ran 'take' on item 'Resin' (#2502)
[21:39:19	]Jesus Lambsteak has gained a 'Resin' #2502.
[21:39:19	][IC] citizen willard networks :))): <:: Oh wait I forgot we were supposed to be testing the update. ::>
[21:39:25	][IC] Jesus Lambsteak: :nerd:.
[21:39:32	]Jesus Lambsteak ran 'drop' on item 'Data-Disc' (#778)
[21:39:32	]Jesus Lambsteak has lost a 'Data-Disc' #778.
[21:39:33	]Jesus Lambsteak ran 'drop' on item 'Data-Disc' (#779)
[21:39:33	]Jesus Lambsteak has lost a 'Data-Disc' #779.
[21:39:33	]Jesus Lambsteak ran 'drop' on item 'Data-Disc' (#772)
[21:39:33	]Jesus Lambsteak has lost a 'Data-Disc' #772.
[21:40:13	]Jesus Lambsteak ran 'take' on item 'Resin' (#2503)
[21:40:13	]Jesus Lambsteak has gained a 'Resin' #2503.
[21:40:20	]Jesus Lambsteak ran 'take' on item 'Data-Disc' (#772)
[21:40:20	]Jesus Lambsteak has gained a 'Data-Disc' #772.
[21:40:21	]Jesus Lambsteak ran 'take' on item 'Data-Disc' (#779)
[21:40:21	]Jesus Lambsteak has gained a 'Data-Disc' #779.
[21:40:22	]Jesus Lambsteak ran 'take' on item 'Data-Disc' (#778)
[21:40:25	]Jesus Lambsteak ran 'drop' on item 'Data-Disc' (#779)
[21:40:25	]Jesus Lambsteak has lost a 'Data-Disc' #779.
[21:40:27	]Jesus Lambsteak ran 'take' on item 'Data-Disc' (#778)
[21:40:27	]Jesus Lambsteak has gained a 'Data-Disc' #778.
[21:40:37	]citizen willard networks :))) ran 'drop' on item 'MP7A1' (#2468)
[21:40:37	]citizen willard networks :))) has lost a 'MP7A1' #2468.
[21:40:44	]citizen willard networks :))) ran 'take' on item 'Pickaxe' (#2501)
[21:40:44	]Jesus Lambsteak ran 'take' on item 'Resin' (#2504)
[21:40:47	]Jesus Lambsteak ran 'drop' on item 'Resin' (#2503)
[21:40:47	]Jesus Lambsteak has lost a 'Resin' #2503.
[21:40:48	]Jesus Lambsteak ran 'take' on item 'Resin' (#2504)
[21:40:48	]Jesus Lambsteak has gained a 'Resin' #2504.
[21:40:56	]Jesus Lambsteak ran 'drop' on item 'Data-Disc' (#769)
[21:40:56	]Jesus Lambsteak has lost a 'Data-Disc' #769.
[21:40:59	]Jesus Lambsteak ran 'drop' on item 'Data-Disc' (#778)
[21:40:59	]Jesus Lambsteak has lost a 'Data-Disc' #778.
[21:41:02	]citizen willard networks :))) ran 'take' on item 'Blue Construction Hat' (#2505)
[21:41:02	]citizen willard networks :))) has gained a 'Blue Construction Hat' #2505.
[21:41:07	]Jesus Lambsteak ran 'drop' on item 'Data-Disc' (#772)
[21:41:07	]Jesus Lambsteak has lost a 'Data-Disc' #772.
[21:41:10	]citizen willard networks :))) ran 'drop' on item 'Blue Construction Hat' (#2505)
[21:41:10	]citizen willard networks :))) has lost a 'Blue Construction Hat' #2505.
[21:41:35	]Jesus Lambsteak ran 'combine' on item 'Resin' (#2499)
[21:41:39	]Jesus Lambsteak ran 'combine' on item 'Resin' (#2499)
[21:41:41	]Jesus Lambsteak ran 'drop' on item 'Resin' (#2499)
[21:41:41	]Jesus Lambsteak has lost a 'Resin' #2499.
[21:41:41	]citizen willard networks :))) ran 'drop' on item 'CP Rank Leader Uniform' (#2482)
[21:41:41	]citizen willard networks :))) has lost a 'CP Rank Leader Uniform' #2482.
[21:41:43	]Jesus Lambsteak ran 'drop' on item 'Resin' (#2447)
[21:41:43	]Jesus Lambsteak has lost a 'Resin' #2447.
[21:41:43	]Jesus Lambsteak ran 'drop' on item 'Resin' (#2443)
[21:41:43	]Jesus Lambsteak has lost a 'Resin' #2443.
[21:41:44	]Jesus Lambsteak ran 'drop' on item 'Resin' (#2435)
[21:41:44	]Jesus Lambsteak has lost a 'Resin' #2435.
[21:41:44	]Jesus Lambsteak ran 'drop' on item 'Resin' (#2502)
[21:41:44	]Jesus Lambsteak has lost a 'Resin' #2502.
[21:41:45	]Jesus Lambsteak ran 'drop' on item 'Resin' (#2442)
[21:41:45	]Jesus Lambsteak has lost a 'Resin' #2442.
[21:41:57	]citizen willard networks :))) ran 'take' on item 'OTA Charger Uniform' (#2488)
[21:41:57	]citizen willard networks :))) has gained a 'OTA Charger Uniform' #2488.
[21:42:02	]Jesus Lambsteak ran 'take' on item 'Resin' (#2503)
[21:42:02	]Jesus Lambsteak has gained a 'Resin' #2503.
[21:42:03	]Jesus Lambsteak ran 'take' on item 'Resin' (#2506)
[21:42:03	]Jesus Lambsteak has gained a 'Resin' #2506.
[21:42:06	]citizen willard networks :))) ran 'take' on item 'Medical Resistance Uniform' (#2507)
