[21:03:09	]Fedora has connected.
[22:44:41	]Hank J. Wimleton ran 'EquipUn' on item 'MP7A1' (#2688274)
[22:44:41	]Pavel Artyomov ran 'Equip' on item 'MP7A1' (#2688276)
[22:44:41	]C24:RCT.YELLO-11 is fully healed.
[22:44:42	]Male_07 ran 'Equip' on item 'MP7A1' (#2688272)
[22:44:42	]Hank J. Wimleton ran 'Equip' on item 'MP7A1' (#2688274)
[22:44:42	]C17:RCT.YELLO-32 has spawned a 'NPC [6356][npc_zombie]'.
[22:44:42	]C24:RL.XRAY-74 has given himself a gen_mp7.
[22:44:42	]C24:RL.XRAY-74 has gained a 'MP7A1' #2688277.
[22:44:43	]C24:RL.XRAY-74 entered observer.
[22:44:43	]Pavel Artyomov ran 'EquipUn' on item 'MP7A1' (#2688276)
[22:44:43	]Male_07 ran 'EquipUn' on item 'MP7A1' (#2688272)
[22:44:43	]Pavel Artyomov ran 'Equip' on item 'MP7A1' (#2688276)
[22:44:44	]Hank J. Wimleton ran 'drop' on item 'MP7A1' (#2688274)
[22:44:44	]Hank J. Wimleton has lost a 'MP7A1' #2688274.
[22:44:44	]Pavel Artyomov ran 'EquipUn' on item 'MP7A1' (#2688276)
[22:44:44	]C24:i5.COURIER-06 used command '/Announce everyone mp7'.
[22:44:44	]C17:RCT.YELLO-32 has hit npc_zombie in the left arm dealing 12 damage (CritChance was 0.43).
[22:44:44	]C17:RCT.YELLO-32 has critically hit npc_zombie in the head dealing 52 damage (CritChance was 0.14).
[22:44:44	]C17:RCT.YELLO-32 has hit npc_zombie in the head dealing 27 damage (CritChance was 0.14).
[22:44:45	]Pavel Artyomov ran 'Equip' on item 'MP7A1' (#2688276)
[22:44:45	]Male_07 ran 'Equip' on item 'MP7A1' (#2688272)
[22:44:45	]Male_07 used command '/ToggleRaise'.
[22:44:45	]Pavel Artyomov ran 'EquipUn' on item 'MP7A1' (#2688276)
[22:44:46	][OOC] C24:RL.XRAY-74: get a lot of reserve ammo
[22:44:46	]Pavel Artyomov ran 'Equip' on item 'MP7A1' (#2688276)
[22:44:46	][IC] C24.RL.KRAHSLAYER-77: <:: Hello Mabre Azure. ::>
[22:44:47	]Pavel Artyomov ran 'EquipUn' on item 'MP7A1' (#2688276)
[22:44:47	]C24:i5.COURIER-06 ran SAM command 'armor' with arguments: '*' '0'
[22:44:47	]C24:RL.XRAY-74 used command '/ToggleRaise'.
[22:44:47	]Hank J. Wimleton ran 'take' on item 'MP7A1' (#2688274)
[22:44:47	]Hank J. Wimleton has gained a 'MP7A1' #2688274.
[22:44:48	][IC] Tamara Lahtizer: Hoping this time my gun isn't on fucking semi.
[22:44:48	]C24:i5.COURIER-06 entered observer.
[22:44:48	]C24:RL.XRAY-74 ran 'Equip' on item 'MP7A1' (#2688277)
[22:44:48	]Pavel Artyomov ran 'Equip' on item 'MP7A1' (#2688276)
[22:44:48	]Gerome Gentry ran 'EquipUn' on item 'MP7A1' (#2688233)
[22:44:48	]C24:RL.XRAY-74 used command '/ToggleRaise'.
[22:44:48	][OOC] Guomundur  Einarsson: attachments?
[22:44:49	]Hank J. Wimleton ran 'Equip' on item 'MP7A1' (#2688274)
[22:44:49	]Pavel Artyomov ran 'EquipUn' on item 'MP7A1' (#2688276)
[22:44:49	]Tamara Lahtizer has hit C24.RL.KRAHSLAYER-77 in the left leg dealing 6 damage (CritChance was 0.08).
[22:44:49	]C24.RL.KRAHSLAYER-77 has taken 6 damage from Tamara Lahtizer.
[22:44:49	]Michael Daniels ran 'Equip' on item 'MP7A1' (#2688270)
[22:44:49	]C24:RL.XRAY-74 exited observer at their location.
[22:44:49	]Gerome Gentry ran 'Equip' on item 'MP7A1' (#2688233)
[22:44:49	]Pavel Artyomov ran 'Equip' on item 'MP7A1' (#2688276)
[22:44:49	]Hank J. Wimleton ran 'EquipUn' on item 'MP7A1' (#2688274)
[22:44:50	]C24:i5.COURIER-06 ran SAM command 'armor' with arguments: '*' '1'
[22:44:50	]Gerome Gentry ran 'EquipUn' on item 'MP7A1' (#2688233)
[22:44:50	]Gerome Gentry ran 'Equip' on item 'MP7A1' (#2688233)
[22:44:50	]Hank J. Wimleton ran 'Equip' on item 'MP7A1' (#2688274)
[22:44:50	]Pavel Artyomov used command '/ToggleRaise'.
[22:44:51	]Tamara Lahtizer used command '/ToggleRaise'.
[22:44:51	]C24.RL.KRAHSLAYER-77 is fully healed.
[22:44:52	]Hank J. Wimleton ran 'EquipUn' on item 'MP7A1' (#2688274)
[22:44:53	]Hank J. Wimleton ran 'Equip' on item 'MP7A1' (#2688274)
[22:44:53	]Michael Daniels ran 'EquipUn' on item 'MP7A1' (#2688270)
[22:44:53	]C24:RL.XRAY-74 ran 'EquipUn' on item 'MP7A1' (#2688277)
[22:44:53	]Hank J. Wimleton ran 'EquipUn' on item 'MP7A1' (#2688274)
[22:44:53	]Michael Daniels ran 'Equip' on item 'MP7A1' (#2688270)
[22:44:53	][OOC] C24:i5.COURIER-06: no
[22:44:54	]C24:RL.XRAY-74 ran 'Equip' on item 'MP7A1' (#2688277)
[22:44:54	]C24:RL.XRAY-74 ran 'EquipUn' on item 'MP7A1' (#2688277)
[22:44:54	]Michael Daniels ran 'EquipUn' on item 'MP7A1' (#2688270)
[22:44:54	]Hank J. Wimleton ran 'Equip' on item 'MP7A1' (#2688274)
[22:44:55	][OOC] Gerome Gentry: heal my armor administratitors
[22:44:55	]C24:RL.XRAY-74 ran 'Equip' on item 'MP7A1' (#2688277)
[22:44:55	]Gerome Gentry used the 'John Doe' vendor.
[22:44:55	]Hank J. Wimleton ran 'EquipUn' on item 'MP7A1' (#2688274)
[22:44:56	]Michael Daniels ran 'Equip' on item 'MP7A1' (#2688270)
[22:44:56	]C24:RL.XRAY-74 ran 'EquipUn' on item 'MP7A1' (#2688277)
[22:44:56	]Hank J. Wimleton ran 'Equip' on item 'MP7A1' (#2688274)
[22:44:56	]Michael Daniels ran 'EquipUn' on item 'MP7A1' (#2688270)
[22:44:57	]C24:RL.XRAY-74 ran 'Equip' on item 'MP7A1' (#2688277)
[22:44:57	]Hank J. Wimleton ran 'EquipUn' on item 'MP7A1' (#2688274)
[22:44:57	]Gerome Gentry has gained 0 chips.
[22:44:57	]Pavel Artyomov used command '/ToggleRaise'.
[22:44:57	]Gerome Gentry has gained a 'Bandage Roll' #2688278.
[22:44:57	]C24:RL.XRAY-74 ran 'EquipUn' on item 'MP7A1' (#2688277)
[22:44:58	]C24:i5.COURIER-06 ran 'drop' on item 'PPSH-41' (#2688244)
[22:44:58	]C24:i5.COURIER-06 has lost a 'PPSH-41' #2688244.
[22:44:58	]C24.RL.KRAHSLAYER-77 ran SAM command 'asay' with arguments: 'need my HP and AP put to 500 - 50'
[22:44:58	]Michael Daniels ran 'Equip' on item 'MP7A1' (#2688270)
[22:44:58	]C24:RL.XRAY-74 ran 'Equip' on item 'MP7A1' (#2688277)
[22:44:58	]Hank J. Wimleton ran 'Equip' on item 'MP7A1' (#2688274)
[22:44:58	]C24:RL.XRAY-74 ran 'EquipUn' on item 'MP7A1' (#2688277)
[22:44:59	][OOC] Guomundur  Einarsson: :(
[22:44:59	]C24:RL.XRAY-74 ran 'Equip' on item 'MP7A1' (#2688277)
[22:44:59	]C24:RL.XRAY-74 used command '/ToggleRaise'.
[22:44:59	]Hank J. Wimleton ran 'EquipUn' on item 'MP7A1' (#2688274)
[22:44:59	][OOC] C24:i5.COURIER-06: no armor
[22:45:00	]Gerome Gentry used command '/ToggleRaise'.
[22:45:00	]C24:RL.XRAY-74 entered observer.
[22:45:01	]Hank J. Wimleton ran 'Equip' on item 'MP7A1' (#2688274)
[22:45:01	]Hank J. Wimleton ran 'EquipUn' on item 'MP7A1' (#2688274)
[22:45:02	]Hank J. Wimleton ran 'Equip' on item 'MP7A1' (#2688274)
[22:45:03	][OOC] C24:i5.COURIER-06: 500 hp
[22:45:03	]Hank J. Wimleton ran 'EquipUn' on item 'MP7A1' (#2688274)
[22:45:03	]C17:RCT.YELLO-32 used command '/GameMaster The Tikhar crits for 52 damage in the head, and on average does 30 damage a shot.'.
[22:45:04	]Hank J. Wimleton ran 'Equip' on item 'MP7A1' (#2688274)
[22:45:04	]Hank J. Wimleton ran 'EquipUn' on item 'MP7A1' (#2688274)
[22:45:05	]C24: i2.MCNULTY-19 entered observer.
[22:45:05	][IC] C24:OTAGUY.OTA-37: <:: Hey bub. ::>
[22:45:05	]Hank J. Wimleton ran 'Equip' on item 'MP7A1' (#2688274)
[22:45:06	]C24: i2.MCNULTY-19 exited observer at their location.
[22:45:06	][OOC] Gerome Gentry: true
[22:45:06	]C24: i2.MCNULTY-19 entered observer.
[22:45:07	]Hank J. Wimleton used command '/ToggleRaise'.
[22:45:07	][IC] C17:RCT.YELLO-32: <:: The tikhar. ::>
[22:45:08	][IC] C24:OTAGUY.OTA-37: <:: Youre a terrorist. ::>
[22:45:09	][IC] C17:RCT.YELLO-32: <:: Is broken as shit. ::>
[22:45:09	]Anders Stauning exited observer at their location.
[22:45:12	]C24:i5.COURIER-06 has given himself a gen_mp7.
[22:45:12	]C24:i5.COURIER-06 has gained a 'MP7A1' #2688279.
[22:45:12	]Anders Stauning ran 'EquipUn' on item 'MP5A3' (#2688241)
[22:45:13	]C24:OTAGUY.OTA-37 opened the 'Large Metal Cabinet' #120763 container.
[22:45:14	]Anders Stauning ran 'drop' on item 'MP5A3' (#2688241)
[22:45:14	]Anders Stauning has lost a 'MP5A3' #2688241.
[22:45:16	]Anders Stauning has used a context menu option with the name: remove
[22:45:17	]C24:OTAGUY.OTA-37 closed the 'Large Metal Cabinet' #120763 container.
[22:45:17	]C24: i2.MCNULTY-19 exited observer at their location.
[22:45:17	]Anders Stauning has used a context menu option with the name: remove
[22:45:18	]C24:RCT.YELLO-11 used the 'John Doe' vendor.
[22:45:19	]C24: i2.MCNULTY-19 ran 'Use' on item '20 Credits Coupon' (#2688269)
[22:45:20	]C17:RCT.YELLO-32 ran 'drop' on item 'Tikhar Ball Rifle' (#2688273)
[22:45:20	]C17:RCT.YELLO-32 has lost a 'Tikhar Ball Rifle' #2688273.
[22:45:20	]C17:RCT.YELLO-32 ran 'drop' on item 'PPSH-41' (#2688255)
[22:45:20	]C17:RCT.YELLO-32 has lost a 'PPSH-41' #2688255.
[22:45:21	]C24: i2.MCNULTY-19 has used a coupon at a ration dispenser, gaining 20 credits.
[22:45:21	]C17:RCT.YELLO-32 used the 'John Doe' vendor.
[22:45:22	]C24:i5.COURIER-06 used command '/Announce 500 HP, no armour'.
[22:45:23	]C24:OTAGUY.OTA-37 ran 'EquipUn' on item 'PPSH-41' (#2688227)
[22:45:23	]C24: i2.MCNULTY-19 ran 'Equip' on item 'MP7A1' (#2688225)
[22:45:23	]Anders Stauning has given himself a gen_mp7.
[22:45:23	]Anders Stauning has gained a 'MP7A1' #2688280.
[22:45:24	]C24:i5.COURIER-06 ran SAM command 'hp' with arguments: '*' '500'
[22:45:24	]C24:OTAGUY.OTA-37 ran 'drop' on item 'PPSH-41' (#2688227)
[22:45:24	]C24:OTAGUY.OTA-37 has lost a 'PPSH-41' #2688227.
[22:45:24	]Anders Stauning ran 'Equip' on item 'MP7A1' (#2688280)
[22:45:25	]C24:RCT.YELLO-11 has gained 0 chips.
[22:45:25	]C24:RCT.YELLO-11 has gained a 'MP7A1' #2688281.
[22:45:27	]C17:RCT.YELLO-32 has gained 0 chips.
[22:45:27	]C17:RCT.YELLO-32 has gained a 'MP7A1' #2688282.
[22:45:27	]C24:i5.COURIER-06 ran 'Equip' on item 'MP7A1' (#2688279)
[22:45:30	]Anders Stauning has spawned a 'Entity [6501][arccw_ammo_pistol_large]'.
[22:45:30	]Anders Stauning has spawned a 'Entity [6532][arccw_ammo_pistol_large]'.
[22:45:30	][IC] C24:OTAGUY.OTA-37: <:: Guys its just like half life 2. ::>
[22:45:30	]C17:RCT.YELLO-32 ran 'Equip' on item 'MP7A1' (#2688282)
[22:45:30	]Anders Stauning has spawned a 'Entity [6537][arccw_ammo_pistol_large]'.
[22:45:30	]Anders Stauning has spawned a 'Entity [6538][arccw_ammo_pistol_large]'.
[22:45:30	]Anders Stauning has spawned a 'Entity [6540][arccw_ammo_pistol_large]'.
[22:45:31	]Guomundur  Einarsson opened the 'Trash Bin' #117029 container.
[22:45:31	]Guomundur  Einarsson closed the 'Trash Bin' #117029 container.
[22:45:31	]Anders Stauning has spawned a 'Entity [6501][arccw_ammo_pistol]'.
[22:45:31	]C24:OTAGUY.OTA-37 used the 'John Doe' vendor.
[22:45:31	]Anders Stauning has spawned a 'Entity [6532][arccw_ammo_pistol]'.
[22:45:32	]Anders Stauning has spawned a 'Entity [6537][arccw_ammo_pistol]'.
[22:45:32	]Pavel Artyomov ran 'drink' on item 'Water Bottle' (#2627859)
[22:45:32	]C17:RCT.YELLO-32 ran 'EquipUn' on item 'MP7A1' (#2688282)
[22:45:32	]C24:RCT.YELLO-11 ran 'drop' on item 'MP7A1' (#2688281)
[22:45:32	]C24:RCT.YELLO-11 has lost a 'MP7A1' #2688281.
[22:45:32	]Anders Stauning has spawned a 'Entity [6501][arccw_ammo_smg1_grenade]'.
[22:45:32	]Anders Stauning has spawned a 'Entity [6532][arccw_ammo_smg1_grenade]'.
[22:45:33	]Michael Daniels used command '/ToggleRaise'.
[22:45:33	]Anders Stauning has spawned a 'Entity [6536][arccw_ammo_smg1_grenade_large]'.
[22:45:33	]C17:RCT.YELLO-32 ran 'Equip' on item 'MP7A1' (#2688282)
[22:45:33	]Anders Stauning has spawned a 'Entity [6540][arccw_ammo_smg1_grenade_large]'.
[22:45:33	]Anders Stauning has spawned a 'Entity [6541][arccw_ammo_smg1_grenade_large]'.
[22:45:34	]Anders Stauning has spawned a 'Entity [6501][arccw_ammo_smg1_grenade_large]'.
[22:45:34	]C24:RCT.YELLO-11 ran 'take' on item 'MP7A1' (#2688281)
[22:45:34	]C24:RCT.YELLO-11 has gained a 'MP7A1' #2688281.
[22:45:34	]Pavel Artyomov ran 'filtrate' on item 'Water Bottle' (#2627859)
[22:45:34	]Anders Stauning has spawned a 'Entity [6532][arccw_ammo_357]'.
[22:45:34	]C17:RCT.YELLO-32 ran 'EquipUn' on item 'MP7A1' (#2688282)
[22:45:35	]Anders Stauning has spawned a 'Entity [6536][arccw_ammo_357_large]'.
[22:45:35	]Anders Stauning has spawned a 'Entity [6540][arccw_ammo_357_large]'.
[22:45:35	]Anders Stauning has spawned a 'Entity [6501][arccw_ammo_357_large]'.
[22:45:35	]Anders Stauning has spawned a 'Entity [6538][arccw_ammo_smg1_large]'.
[22:45:35	][IC] C24.RL.KRAHSLAYER-77: <:: Tengu ur done. ::>
[22:45:35	]Anders Stauning has spawned a 'Entity [6532][arccw_ammo_smg1_large]'.
[22:45:35	]C17:RCT.YELLO-32 ran 'Equip' on item 'MP7A1' (#2688282)
[22:45:36	]Anders Stauning has spawned a 'Entity [6541][arccw_ammo_smg1_large]'.
[22:45:36	]Anders Stauning has spawned a 'Entity [6536][arccw_ammo_plinking_large]'.
[22:45:36	]Anders Stauning has spawned a 'Entity [6501][arccw_ammo_smg1_large]'.
[22:45:36	]Anders Stauning has spawned a 'Entity [6538][arccw_ammo_smg1_large]'.
[22:45:36	]C24:OTAGUY.OTA-37 used the 'John Doe' vendor.
[22:45:37	]C17:RCT.YELLO-32 ran 'EquipUn' on item 'MP7A1' (#2688282)
[22:45:37	]Anders Stauning has spawned a 'Entity [6532][arccw_ammo_smg1_large]'.
[22:45:37	]Anders Stauning has spawned a 'Entity [6540][arccw_ammo_smg1_large]'.
[22:45:37	]C24:RCT.YELLO-11 ran 'drop' on item 'MP5A3' (#2688231)
[22:45:37	]C24:RCT.YELLO-11 has lost a 'MP5A3' #2688231.
[22:45:37	]Anders Stauning has spawned a 'Entity [6548][arccw_ammo_smg1_large]'.
[22:45:37	]C24:RCT.YELLO-11 ran 'Equip' on item 'MP7A1' (#2688281)
[22:45:38	]C17:RCT.YELLO-32 ran 'Equip' on item 'MP7A1' (#2688282)
[22:45:38	]C24: i2.MCNULTY-19 entered observer.
[22:45:38	]Pavel Artyomov ran 'Consume' on item 'Sparkling Breen's Water' (#2687325)
[22:45:38	]Pavel Artyomov has gained a 'Empty Breen's Water' #2688283.
[22:45:39	]C24:OTAGUY.OTA-37 has gained 0 chips.
[22:45:39	]C24:OTAGUY.OTA-37 has gained a 'MP7A1' #2688284.
[22:45:40	]Pavel Artyomov ran 'drop' on item 'Empty Breen's Water' (#2688283)
[22:45:40	]Pavel Artyomov has lost a 'Empty Breen's Water' #2688283.
[22:45:42	][IC] C24:RCT.YELLO-11: <:: Get out played btw. ::>
[22:45:42	]C24:OTAGUY.OTA-37 ran 'Equip' on item 'MP7A1' (#2688284)
[22:45:42	]C24:RL.XRAY-74 used command '/Announce free for all'.
[22:45:43	]C24:OTAGUY.OTA-37 ran 'EquipUn' on item 'MP7A1' (#2688284)
[22:45:43	]C17:RCT.YELLO-32 ran 'EquipUn' on item 'MP7A1' (#2688282)
[22:45:44	]C24:RL.XRAY-74 exited observer at their location.
[22:45:44	]C24.RL.KRAHSLAYER-77 used command '/ToggleRaise'.
[22:45:44	]C24:OTAGUY.OTA-37 ran 'Equip' on item 'MP7A1' (#2688284)
[22:45:44	]C24:RL.XRAY-74 entered observer.
[22:45:44	][IC] C24:RCT.YELLO-11: <:: HHIHIHIHIH. ::>
[22:45:45	]C24:RL.XRAY-74 exited observer at their location.
[22:45:45	]C24:RL.XRAY-74 entered observer.
[22:45:45	]C17:RCT.YELLO-32 ran 'Equip' on item 'MP7A1' (#2688282)
[22:45:45	]C24:RL.XRAY-74 exited observer at their location.
[22:45:45	]C24:OTAGUY.OTA-37 ran 'EquipUn' on item 'MP7A1' (#2688284)
[22:45:46	]C24:RL.XRAY-74 entered observer.
[22:45:46	]Anders Stauning has used a context menu option with the name: remove
[22:45:46	][IC] Hank J. Wimleton: Uh oh.
[22:45:47	]C17:RCT.YELLO-32 entered observer.
[22:45:47	]C24:OTAGUY.OTA-37 ran 'Equip' on item 'MP7A1' (#2688284)
[22:45:48	][OOC] Gerome Gentry: oh my celestia
[22:45:48	]C24:OTAGUY.OTA-37 ran 'EquipUn' on item 'MP7A1' (#2688284)
[22:45:49	]C24:i5.COURIER-06 used command '/Announce actually, gonna put it down to 300'.
[22:45:49	]Pavel Artyomov used command '/ToggleRaise'.
[22:45:49	]C24:OTAGUY.OTA-37 ran 'Equip' on item 'MP7A1' (#2688284)
[22:45:49	]Anders Stauning entered observer.
[22:45:50	]C24:OTAGUY.OTA-37 used command '/ToggleRaise'.
[22:45:50	]Pavel Artyomov used command '/ToggleRaise'.
[22:45:51	]C17:RCT.YELLO-32 exited observer at their location.
[22:45:51	]C24:RL.XRAY-74 used command '/Staff last test?'.
[22:45:51	]C24:RL.XRAY-74 exited observer at their location.
[22:45:51	]C24:RL.XRAY-74 entered observer.
[22:45:51	]Pavel Artyomov used command '/ToggleRaise'.
[22:45:52	]C24:RL.XRAY-74 exited observer at their location.
[22:45:52	]C24:RL.XRAY-74 entered observer.
[22:45:52	]C24:RL.XRAY-74 exited observer at their location.
[22:45:53	][OOC] C24:OTAGUY.OTA-37: FFF?
[22:45:53	]C24:RL.XRAY-74 entered observer.
[22:45:53	]C24:i5.COURIER-06 ran SAM command 'hp' with arguments: '*' '300'
[22:45:53	]C24:RL.XRAY-74 exited observer at their location.
[22:45:53	]C24:RL.XRAY-74 entered observer.
[22:45:54	]C24:RL.XRAY-74 exited observer at their location.
[22:45:55	]C24:i5.COURIER-06 used command '/Staff last test'.
[22:45:56	]C24:RL.XRAY-74 entered observer.
[22:45:56	]C24:RL.XRAY-74 exited observer at their location.
[22:45:56	]C24:RL.XRAY-74 entered observer.
[22:45:57	]Anders Stauning exited observer at their location.
[22:45:57	]Guomundur  Einarsson used command '/ActSit 6'.
[22:45:57	]Pavel Artyomov used command '/ToggleRaise'.
[22:45:57	][OOC] Tamara Lahtizer: FFA?!
[22:45:58	]C24:RL.XRAY-74 used command '/Announce last test'.
[22:46:00	][IC] C24:OTAGUY.OTA-37: <:: Sorry bud. ::>
[22:46:00	]Guomundur  Einarsson used command '/ExitAct'.
[22:46:00	]Alessiodoomboy (STEAM_0:0:197504616) has disconnected.
[22:46:01	]C17:RCT.YELLO-32 used command '/GameMaster Moved to where I want to be because bringing me doesn't work'.
[22:46:01	]C24:RL.XRAY-74 used command '/Announce free for all'.
[22:46:01	]Anders Stauning entered observer.
[22:46:02	]Guomundur  Einarsson has critically hit npc_combine_camera dealing 16 damage (CritChance was 0.64).
[22:46:02	]Anders Stauning exited observer at their location.
[22:46:03	]Guomundur  Einarsson has hit npc_combine_camera dealing 10 damage (CritChance was 0.64).
[22:46:03	]Guomundur  Einarsson has critically hit npc_combine_camera dealing 16 damage (CritChance was 0.64).
[22:46:03	][IC] C24:RCT.YELLO-11: <:: Erm.. ::>
[22:46:06	]Guomundur  Einarsson has critically hit npc_combine_camera dealing 16 damage (CritChance was 0.64).
[22:46:06	]C24:RL.XRAY-74 used command '/Announce YOU HAVE 2 MINUTES COUNTING DOWN NOW'.
[22:46:10	]C24:RL.XRAY-74 used command '/Announce FIND YOUR SPOT'.
[22:46:13	]C24:i5.COURIER-06 used command '/Announce FIGHT IS IN PLAZA!!!'.
[22:46:13	]Guomundur  Einarsson ran 'EquipUn' on item 'MP7A1' (#2688275)
[22:46:14	]Guomundur  Einarsson ran 'Equip' on item 'MP7A1' (#2688275)
[22:46:15	]Guomundur  Einarsson ran 'EquipUn' on item 'MP7A1' (#2688275)
[22:46:16	]Guomundur  Einarsson ran 'Equip' on item 'MP7A1' (#2688275)
[22:46:16	]Anders Stauning entered observer.
[22:46:18	]C24:RCT.YELLO-11 opened the 'RATION SHIPMENT :: CONTAINMENT-BLOCK' #116988 container.
[22:46:19	]C17:RCT.YELLO-32 entered observer.
[22:46:22	]C24:RL.XRAY-74 used command '/Announce FIND YOUR SPOT IN THE PLAZA*'.
[22:46:24	]C24:i5.COURIER-06 used command '/Announce imagine circle coming in ok???'.
[22:46:25	]C17:RCT.YELLO-32 exited observer at their location.
[22:46:26	][Y] Guomundur  Einarsson: Yo.
[22:46:27	][IC] Tamara Lahtizer: Fuck you my spot.
[22:46:28	]C24:RCT.YELLO-11 has gained a 'Underclass Ration' #2600421 from a container with the name 'RATION SHIPMENT :: CONTAINMENT-BLOCK' #116988.
[22:46:28	]C17:RCT.YELLO-32 entered observer.
[22:46:29	]C24:RCT.YELLO-11 closed the 'RATION SHIPMENT :: CONTAINMENT-BLOCK' #116988 container.
[22:46:31	]C24:RL.XRAY-74 exited observer at their location.
[22:46:31	]C24:RCT.YELLO-11 ran 'drop' on item 'Underclass Ration' (#2600421)
[22:46:31	]C24:RCT.YELLO-11 has lost a 'Underclass Ration' #2600421.
[22:46:32	]C17:RCT.YELLO-32 exited observer at their location.
[22:46:32	]C24:RCT.YELLO-11 used the 'POLITICAL-CONSCRIPT REQUISITION' vendor.
[22:46:34	]C24:RL.XRAY-74 used command '/Announce FORTNITE.'.
[22:46:37	][IC] C24:OTAGUY.OTA-37: <:: Ok im telling them over radio where u are.. ::>
[22:46:37	]C24:RCT.YELLO-11 opened the 'POLITICAL-CONSCRIPT BELONGINGS' #116981 container.
[22:46:38	][Y] Tamara Lahtizer: Go away, this is my spot nerdo.
[22:46:44	]C24:i5.COURIER-06 exited observer at their location.
[22:46:47	]Anders Stauning exited observer at their location.
[22:46:48	][IC] Tamara Lahtizer: MY SPOT.
[22:46:49	]C24:i5.COURIER-06 entered observer.
[22:46:50	]Gerome Gentry used command '/ToggleRaise'.
[22:46:52	]C24:RCT.YELLO-11 ran 'Write' on item 'I'VE HAD IT WITH ALL OF YOU' (#2646689)
[22:46:53	]C24:RL.XRAY-74 entered observer.
[22:46:56	][IC] Tamara Lahtizer: No.
[22:46:56	]C24:RCT.YELLO-11 closed the 'POLITICAL-CONSCRIPT BELONGINGS' #116981 container.
[22:46:57	]C24:i5.COURIER-06 exited observer at their location.
[22:46:57	]C24:RCT.YELLO-11 has hit Michael Daniels in the chest dealing 13 damage (CritChance was 0.07).
[22:46:57	]Michael Daniels has taken 13 damage from C24:RCT.YELLO-11.
[22:46:58	]C24:RCT.YELLO-11 has hit Michael Daniels in the left arm dealing 7 damage (CritChance was 0.35).
[22:46:58	]Michael Daniels has taken 7 damage from C24:RCT.YELLO-11.
[22:46:58	]C24:RCT.YELLO-11 has critically hit Michael Daniels in the chest dealing 21 damage (CritChance was 0.35).
[22:46:58	]Michael Daniels has taken 21 damage from C24:RCT.YELLO-11.
[22:46:58	]C24:RCT.YELLO-11 has hit Michael Daniels in the left arm dealing 7 damage (CritChance was 0.35).
[22:46:58	]Michael Daniels has taken 7 damage from C24:RCT.YELLO-11.
[22:46:58	]C24:RCT.YELLO-11 has critically hit Michael Daniels in the left arm dealing 10 damage (CritChance was 0.35).
[22:46:58	]Michael Daniels has taken 10 damage from C24:RCT.YELLO-11.
[22:46:58	]C24:RCT.YELLO-11 has hit Michael Daniels in the left arm dealing 7 damage (CritChance was 0.35).
[22:46:58	]Michael Daniels has taken 7 damage from C24:RCT.YELLO-11.
[22:46:58	]C24:RCT.YELLO-11 has hit Michael Daniels in the left arm dealing 7 damage (CritChance was 0.35).
[22:46:58	]Michael Daniels has taken 7 damage from C24:RCT.YELLO-11.
[22:46:58	]C24:RCT.YELLO-11 has critically hit Michael Daniels in the left arm dealing 10 damage (CritChance was 0.35).
[22:46:58	]Michael Daniels has taken 10 damage from C24:RCT.YELLO-11.
[22:46:58	]C24:RCT.YELLO-11 has hit Michael Daniels in the left arm dealing 7 damage (CritChance was 0.35).
[22:46:58	]Michael Daniels has taken 7 damage from C24:RCT.YELLO-11.
[22:46:58	]C24:RCT.YELLO-11 has critically hit Michael Daniels in the left arm dealing 10 damage (CritChance was 0.35).
